# Direct absorption versus energy
# Photon energy (eV), Imaginary dielectric function along x,y,z,average
            0.100000  0.39152592924192E-10  0.80435576018076E-10  0.79310320629862E-10  0.66299496524043E-10
            0.110000  0.26617582267763E-09  0.33119077286602E-09  0.97300717400995E-09  0.52345792318453E-09
            0.120000  0.30918179493252E-10  0.36443284423546E-10  0.22730595936485E-10  0.30030686617761E-10
            0.130000  0.50099730707228E-10  0.14539772498762E-09  0.27429766052440E-11  0.66080144100030E-10
            0.140000  0.14399584561152E-10  0.25387496154662E-11  0.60272586343573E-12  0.58470200133514E-11
            0.150000  0.22099221368788E-08  0.12609092422926E-08  0.90871997236095E-10  0.11872344588025E-08
            0.160000  0.50846961217588E-07  0.33124654402899E-07  0.15376650739311E-07  0.33116088786599E-07
            0.170000  0.72713642359471E-09  0.14366871074345E-08  0.49066294849628E-08  0.23568176719974E-08
            0.180000  0.84750356695002E-09  0.25573938699399E-08  0.88295754590225E-09  0.14292849942640E-08
            0.190000  0.51775936100514E-10  0.19919317624626E-10  0.44530819363804E-11  0.25382778553840E-10
            0.200000  0.73819935244723E-09  0.14495377036779E-08  0.71427001190623E-09  0.96733568934380E-09
            0.210000  0.16746127830032E-07  0.34039009753320E-07  0.16831664467509E-07  0.22538934016954E-07
            0.220000  0.20450131628741E-08  0.67354335561474E-09  0.14792376769327E-09  0.95549342872738E-09
            0.230000  0.16135140470831E-07  0.47362919739245E-07  0.73518014229925E-07  0.45672024813334E-07
            0.240000  0.83474254218832E-07  0.27193164737177E-06  0.43544089928896E-06  0.26361560029319E-06
            0.250000  0.59971031275680E-07  0.26512796014222E-07  0.12115585735355E-06  0.69213228214483E-07
            0.260000  0.29874372224634E-08  0.32607738873332E-08  0.13522446643880E-08  0.25334852580615E-08
            0.270000  0.19339250860626E-08  0.37034839903159E-09  0.60072933532471E-09  0.96833427347298E-09
            0.280000  0.76558637466386E-06  0.36800835280032E-07  0.14630594407892E-06  0.31623105134094E-06
            0.290000  0.17751904842388E-06  0.18249056123918E-07  0.33603356800311E-07  0.76457153782704E-07
            0.300000  0.84272359349447E-09  0.13341797603715E-08  0.12736960515591E-09  0.76809098634061E-09
            0.310000  0.21094249883133E-09  0.35436998263973E-10  0.94332823542677E-10  0.11357077354599E-09
            0.320000  0.13801472572679E-10  0.53579196862606E-11  0.96569267384856E-11  0.96054396658083E-11
            0.330000  0.40827593739627E-06  0.20944111742196E-06  0.33509748149114E-06  0.31760484543645E-06
            0.340000  0.60942346166070E-05  0.31246227619748E-05  0.49986504644979E-05  0.47391692810265E-05
            0.350000  0.79602422356686E-07  0.42520147561781E-07  0.27180413218277E-07  0.49767661045581E-07
            0.360000  0.22838943625260E-05  0.11580340886908E-05  0.20962299856049E-06  0.12171838165924E-05
            0.370000  0.19161280262991E-06  0.51010803822933E-07  0.32045798204429E-07  0.91556468219092E-07
            0.380000  0.39559694250818E-09  0.82490059281118E-08  0.72086676653050E-07  0.26910426507890E-07
            0.390000  0.67888991155272E-10  0.42006174668438E-10  0.29871586892369E-09  0.13620367824913E-09
            0.400000  0.11134667503094E-07  0.23598633429427E-08  0.11071668507397E-07  0.81887331178113E-08
            0.410000  0.63857791957988E-09  0.13650972229577E-09  0.63434520810462E-09  0.46981094999342E-09
            0.420000  0.95584677822426E-08  0.25578593330187E-08  0.49831995352392E-09  0.42048823562618E-08
            0.430000  0.66832482173102E-06  0.28947034337268E-06  0.47070904196749E-07  0.33495535643348E-06
            0.440000  0.11732912818562E-06  0.46974016515911E-07  0.20034274957053E-07  0.61445806552862E-07
            0.450000  0.36769206223268E-09  0.69421649956380E-09  0.23873253078891E-09  0.43354703086179E-09
            0.460000  0.17793353492479E-06  0.95780285203737E-07  0.10876696261143E-06  0.12749359424665E-06
            0.470000  0.63721169742957E-06  0.28768952106297E-06  0.36940316868939E-06  0.43143479572731E-06
            0.480000  0.89435499110117E-09  0.46764790193343E-09  0.45315040869518E-09  0.60505110057659E-09
            0.490000  0.11748384930318E-13  0.37392012094211E-13  0.95556240660867E-14  0.19565340363539E-13
            0.500000  0.73177287160826E-11  0.22257055255121E-11  0.10875986023455E-10  0.68064734216834E-11
            0.510000  0.68706368791566E-09  0.19775287959047E-09  0.10143434718723E-08  0.63305334645948E-09
            0.520000  0.21923511599179E-10  0.66551740248285E-11  0.32445250685974E-10  0.20341312103327E-10
            0.530000  0.12624897668621E-12  0.76570192287880E-13  0.65441559430533E-12  0.28574492109314E-12
            0.540000  0.10430099581748E-11  0.29640696860260E-12  0.33368055031780E-13  0.45759499393639E-12
            0.550000  0.30052936179633E-10  0.49573358791911E-11  0.46334454066639E-11  0.13214572488496E-10
            0.560000  0.33040316859333E-09  0.13623975128216E-09  0.26851785082452E-09  0.24505359023334E-09
            0.570000  0.25440274157982E-08  0.67878921686213E-09  0.12297004839742E-08  0.14841723722115E-08
            0.580000  0.20888230323691E-08  0.22412589473307E-09  0.11678185551918E-08  0.11602558274313E-08
            0.590000  0.50781054844838E-10  0.74083511237816E-11  0.58949051366317E-11  0.21361437035084E-10
            0.600000  0.11692604214774E-11  0.50556752347080E-12  0.33020602807275E-12  0.66834465767364E-12
            0.610000  0.49932922940130E-09  0.46921272857555E-10  0.17092081654903E-09  0.23905710626929E-09
            0.620000  0.24340089255939E-08  0.56136311892934E-09  0.97420626822902E-09  0.13231927709174E-08
            0.630000  0.49115362128028E-10  0.62566258588510E-09  0.27067635731378E-09  0.31515143510897E-09
            0.640000  0.10255662086914E-08  0.27907188741380E-08  0.20037596172585E-08  0.19400149000293E-08
            0.650000  0.10049667938572E-09  0.33940198089721E-09  0.90680806026968E-10  0.17685982210330E-09
            0.660000  0.16335912930258E-07  0.32417853647161E-07  0.25556814353111E-08  0.17103149337576E-07
            0.670000  0.57530091757631E-08  0.59429011809517E-08  0.86883841675895E-08  0.67947648414348E-08
            0.680000  0.39387861711525E-09  0.96970226612758E-10  0.10088894626231E-08  0.49991276878370E-09
            0.690000  0.62358951416915E-11  0.23726807453038E-10  0.59456970537322E-11  0.11969466549487E-10
            0.700000  0.15064171491665E-07  0.29247010116987E-07  0.29582997639393E-09  0.14869003861682E-07
            0.710000  0.23045468805946E-05  0.43863734186591E-05  0.14578324067183E-07  0.22351662077736E-05
            0.720000  0.14018877961857E-06  0.23911106269591E-06  0.12594223447144E-07  0.13063135525387E-06
            0.730000  0.38598027210879E-06  0.42137602969063E-06  0.45205417273670E-07  0.28418723969103E-06
            0.740000  0.26950877119110E-07  0.82226053589688E-07  0.33946195882217E-07  0.47707708863672E-07
            0.750000  0.22760246175510E-08  0.76052253290907E-08  0.50741937690746E-08  0.49851479052388E-08
            0.760000  0.67389158586564E-09  0.80583812473295E-09  0.99354491682274E-09  0.82442487580711E-09
