Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5460          -55.146      -69.671       14.526   312.2
1.5480          -55.140      -69.691       14.551   312.7
1.5500          -55.207      -69.704       14.497   311.5
1.5520          -55.342      -69.708       14.366   308.7
1.5540          -55.414      -69.704       14.289   307.1
1.5560          -55.475      -69.694       14.219   305.6
1.5580          -55.441      -69.680       14.238   306.0
1.5600          -55.414      -69.663       14.249   306.2
1.5620          -55.391      -69.644       14.253   306.3
1.5640          -55.415      -69.626       14.211   305.4
1.5660          -55.370      -69.609       14.238   306.0
1.5680          -55.344      -69.594       14.250   306.2
1.5700          -55.360      -69.578       14.218   305.6
1.5720          -55.381      -69.563       14.183   304.8
1.5740          -55.297      -69.544       14.248   306.2
1.5760          -55.239      -69.526       14.287   307.0
1.5780          -55.280      -69.506       14.227   305.7
1.5800          -55.182      -69.485       14.303   307.4
1.5820          -55.176      -69.466       14.290   307.1
1.5840          -55.146      -69.449       14.303   307.4
1.5860          -55.178      -69.431       14.254   306.3
1.5880          -55.214      -69.417       14.203   305.2
1.5900          -55.262      -69.403       14.140   303.9
1.5920          -55.210      -69.389       14.179   304.7
1.5940          -55.251      -69.377       14.125   303.5
1.5960          -55.391      -69.365       13.974   300.3
1.5980          -55.358      -69.354       13.996   300.8
1.6000          -55.255      -69.346       14.091   302.8
1.6020          -55.274      -69.342       14.067   302.3
1.6040          -55.299      -69.342       14.044   301.8
1.6060          -55.347      -69.350       14.003   300.9
1.6080          -55.332      -69.364       14.032   301.5
1.6100          -55.292      -69.383       14.090   302.8
1.6120          -55.276      -69.405       14.129   303.6
1.6140          -55.317      -69.432       14.115   303.3
1.6160          -55.359      -69.465       14.106   303.1
1.6180          -55.464      -69.507       14.042   301.8
1.6200          -55.488      -69.555       14.066   302.3
1.6220          -55.443      -69.608       14.165   304.4
1.6240          -55.422      -69.667       14.245   306.1
1.6260          -55.384      -69.728       14.345   308.3
1.6280          -55.365      -69.790       14.425   310.0
1.6300          -55.349      -69.853       14.504   311.7
1.6320          -55.417      -69.914       14.496   311.5
1.6340          -55.415      -69.973       14.559   312.9
1.6360          -55.381      -70.030       14.649   314.8
1.6380          -55.475      -70.084       14.609   313.9
1.6400          -55.474      -70.136       14.662   315.1
1.6420          -55.471      -70.183       14.712   316.2
1.6440          -55.527      -70.226       14.700   315.9
1.6460          -55.457      -70.268       14.810   318.3
1.6480          -55.495      -70.306       14.810   318.3
1.6500          -55.569      -70.341       14.771   317.4
1.6520          -55.594      -70.373       14.779   317.6
1.6540          -55.531      -70.400       14.868   319.5
1.6560          -55.582      -70.420       14.839   318.9
1.6580          -55.595      -70.437       14.842   319.0
1.6600          -55.637      -70.451       14.814   318.4
1.6620          -55.678      -70.462       14.784   317.7
1.6640          -55.661      -70.472       14.811   318.3
1.6660          -55.651      -70.481       14.830   318.7
1.6680          -55.593      -70.486       14.893   320.0
1.6700          -55.543      -70.487       14.945   321.2
1.6720          -55.507      -70.487       14.980   321.9
1.6740          -55.540      -70.486       14.946   321.2
1.6760          -55.576      -70.480       14.904   320.3
1.6780          -55.648      -70.472       14.824   318.6
1.6800          -55.697      -70.462       14.765   317.3
1.6820          -55.689      -70.446       14.757   317.1
1.6840          -55.590      -70.430       14.840   318.9
1.6860          -55.717      -70.413       14.697   315.8
1.6880          -55.637      -70.397       14.760   317.2
1.6900          -55.523      -70.380       14.858   319.3
1.6920          -55.496      -70.362       14.866   319.5
1.6940          -55.381      -70.343       14.961   321.5
1.6960          -55.438      -70.321       14.883   319.8
1.6980          -55.442      -70.297       14.855   319.2
1.7000          -55.419      -70.272       14.853   319.2
1.7020          -55.453      -70.245       14.792   317.9
1.7040          -55.470      -70.218       14.747   316.9
1.7060          -55.447      -70.188       14.742   316.8
1.7080          -55.396      -70.158       14.762   317.2
1.7100          -55.438      -70.128       14.690   315.7
1.7120          -55.377      -70.095       14.718   316.3
1.7140          -55.374      -70.060       14.686   315.6
1.7160          -55.345      -70.023       14.677   315.4
1.7180          -55.408      -69.983       14.575   313.2
1.7200          -55.252      -69.942       14.691   315.7
1.7220          -55.180      -69.900       14.721   316.3
1.7240          -55.125      -69.856       14.732   316.6
1.7260          -55.092      -69.811       14.719   316.3
1.7280          -55.132      -69.764       14.632   314.4
1.7300          -55.059      -69.716       14.657   315.0
1.7320          -55.129      -69.669       14.540   312.5
1.7340          -55.160      -69.624       14.464   310.8
1.7360          -55.184      -69.581       14.397   309.4
1.7380          -55.040      -69.543       14.502   311.7
1.7400          -55.081      -69.508       14.427   310.0
1.7420          -55.167      -69.481       14.314   307.6
1.7440          -55.126      -69.461       14.335   308.1
1.7460          -55.151      -69.446       14.295   307.2
1.7480          -55.240      -69.437       14.197   305.1
1.7500          -55.170      -69.431       14.261   306.5
1.7520          -55.167      -69.429       14.263   306.5
1.7540          -55.152      -69.432       14.280   306.9
1.7560          -55.190      -69.440       14.250   306.2
1.7580          -55.224      -69.453       14.229   305.8
1.7600          -55.280      -69.470       14.189   304.9
1.7620          -55.205      -69.490       14.284   307.0
1.7640          -55.324      -69.512       14.188   304.9
1.7660          -55.258      -69.535       14.277   306.8
1.7680          -55.299      -69.558       14.260   306.4
1.7700          -55.257      -69.581       14.324   307.8
1.7720          -55.308      -69.605       14.296   307.2
1.7740          -55.273      -69.627       14.354   308.5
1.7760          -55.266      -69.648       14.382   309.1
1.7780          -55.235      -69.668       14.432   310.2
1.7800          -55.180      -69.685       14.505   311.7
1.7820          -55.182      -69.701       14.519   312.0
1.7840          -55.176      -69.715       14.539   312.4
1.7860          -55.199      -69.728       14.529   312.2
1.7880          -55.257      -69.742       14.486   311.3
1.7900          -55.201      -69.756       14.555   312.8
1.7920          -55.201      -69.767       14.566   313.0
1.7940          -55.276      -69.777       14.501   311.6
1.7960          -55.206      -69.784       14.578   313.3
1.7980          -55.287      -69.786       14.499   311.6
1.8000          -55.275      -69.785       14.510   311.8
1.8020          -55.210      -69.779       14.569   313.1
1.8040          -55.250      -69.771       14.520   312.0
1.8060          -55.265      -69.759       14.494   311.5
1.8080          -55.301      -69.746       14.446   310.4
1.8100          -55.354      -69.733       14.379   309.0
1.8120          -55.403      -69.720       14.317   307.7
1.8140          -55.418      -69.708       14.290   307.1
1.8160          -55.514      -69.698       14.184   304.8
1.8180          -55.498      -69.691       14.193   305.0
1.8200          -55.450      -69.687       14.236   305.9
1.8220          -55.467      -69.687       14.220   305.6
1.8240          -55.420      -69.694       14.274   306.7
1.8260          -55.421      -69.707       14.286   307.0
1.8280          -55.391      -69.729       14.337   308.1
1.8300          -55.496      -69.755       14.259   306.4
1.8320          -55.484      -69.786       14.302   307.4
1.8340          -55.524      -69.819       14.295   307.2
1.8360          -55.486      -69.853       14.367   308.7
1.8380          -55.544      -69.889       14.345   308.3
1.8400          -55.536      -69.926       14.390   309.2
1.8420          -55.490      -69.965       14.475   311.1
1.8440          -55.476      -70.006       14.530   312.2
1.8460          -55.467      -70.045       14.578   313.3
1.8480          -55.477      -70.081       14.604   313.8
1.8500          -55.546      -70.118       14.572   313.2
1.8520          -55.513      -70.151       14.639   314.6
1.8540          -55.560      -70.182       14.622   314.2
1.8560          -55.626      -70.208       14.583   313.4
1.8580          -55.592      -70.230       14.638   314.6
1.8600          -55.529      -70.251       14.723   316.4
1.8620          -55.567      -70.269       14.702   315.9
1.8640          -55.571      -70.283       14.711   316.1
1.8660          -55.668      -70.291       14.624   314.3
1.8680          -55.668      -70.294       14.626   314.3
1.8700          -55.715      -70.291       14.576   313.2
1.8720          -55.745      -70.284       14.539   312.4
1.8740          -55.718      -70.272       14.554   312.8
1.8760          -55.608      -70.254       14.645   314.7
1.8780          -55.607      -70.229       14.622   314.2
1.8800          -55.578      -70.200       14.623   314.2
1.8820          -55.606      -70.167       14.561   312.9
1.8840          -55.552      -70.129       14.578   313.3
1.8860          -55.566      -70.086       14.520   312.0
1.8880          -55.503      -70.036       14.533   312.3
1.8900          -55.548      -69.984       14.436   310.2
1.8920          -55.520      -69.932       14.412   309.7
1.8940          -55.531      -69.881       14.351   308.4
1.8960          -55.521      -69.834       14.313   307.6
1.8980          -55.637      -69.790       14.154   304.2
1.9000          -55.646      -69.749       14.103   303.1
1.9020          -55.644      -69.709       14.066   302.3
1.9040          -55.648      -69.674       14.027   301.4
1.9060          -55.598      -69.646       14.048   301.9
1.9080          -55.648      -69.622       13.974   300.3
1.9100          -55.702      -69.603       13.901   298.7
1.9120          -55.795      -69.591       13.796   296.5
1.9140          -55.779      -69.583       13.804   296.6
1.9160          -55.708      -69.577       13.870   298.1
1.9180          -55.665      -69.579       13.913   299.0
1.9200          -55.622      -69.582       13.961   300.0
1.9220          -55.605      -69.588       13.983   300.5
1.9240          -55.535      -69.593       14.058   302.1
1.9260          -55.511      -69.598       14.087   302.7
1.9280          -55.489      -69.605       14.116   303.3
1.9300          -55.481      -69.611       14.130   303.7
1.9320          -55.532      -69.617       14.085   302.7
1.9340          -55.500      -69.624       14.123   303.5
1.9360          -55.508      -69.630       14.122   303.5
1.9380          -55.466      -69.636       14.170   304.5
1.9400          -55.436      -69.640       14.204   305.2
1.9420          -55.344      -69.642       14.297   307.2
1.9440          -55.368      -69.644       14.276   306.8
1.9460          -55.345      -69.644       14.299   307.3
1.9480          -55.392      -69.643       14.252   306.3
1.9500          -55.401      -69.643       14.242   306.1
1.9520          -55.318      -69.640       14.323   307.8
1.9540          -55.337      -69.637       14.300   307.3
1.9560          -55.350      -69.633       14.282   306.9
1.9580          -55.329      -69.628       14.300   307.3
1.9600          -55.314      -69.623       14.309   307.5
1.9620          -55.265      -69.619       14.354   308.5
1.9640          -55.242      -69.617       14.375   308.9
1.9660          -55.197      -69.620       14.423   310.0
1.9680          -55.180      -69.627       14.447   310.5
1.9700          -55.156      -69.639       14.482   311.2
1.9720          -55.241      -69.658       14.417   309.8
1.9740          -55.292      -69.682       14.390   309.2
1.9760          -55.300      -69.710       14.411   309.7
1.9780          -55.333      -69.743       14.410   309.7
1.9800          -55.330      -69.782       14.452   310.6
1.9820          -55.321      -69.822       14.501   311.6
1.9840          -55.305      -69.863       14.558   312.9
1.9860          -55.313      -69.900       14.588   313.5
1.9880          -55.255      -69.935       14.680   315.5
1.9900          -55.242      -69.967       14.725   316.4
1.9920          -55.252      -69.996       14.744   316.9
1.9940          -55.295      -70.020       14.724   316.4
1.9960          -55.294      -70.040       14.746   316.9
1.9980          -55.270      -70.059       14.789   317.8
2.0000          -55.339      -70.075       14.736   316.7
2.0020          -55.372      -70.088       14.716   316.2
2.0040          -55.390      -70.101       14.711   316.1
2.0060          -55.441      -70.113       14.672   315.3
2.0080          -55.477      -70.126       14.649   314.8
2.0100          -55.434      -70.140       14.706   316.0
2.0120          -55.539      -70.153       14.615   314.1
2.0140          -55.591      -70.168       14.576   313.2
2.0160          -55.536      -70.181       14.645   314.7
2.0180          -55.594      -70.193       14.599   313.7
2.0200          -55.685      -70.203       14.518   312.0
2.0220          -55.601      -70.210       14.609   313.9
2.0240          -55.646      -70.217       14.570   313.1
2.0260          -55.624      -70.221       14.597   313.7
2.0280          -55.588      -70.221       14.633   314.5
2.0300          -55.600      -70.220       14.620   314.2
2.0320          -55.661      -70.216       14.555   312.8
2.0340          -55.632      -70.208       14.576   313.2
2.0360          -55.671      -70.194       14.523   312.1
2.0380          -55.626      -70.175       14.548   312.6
2.0400          -55.583      -70.150       14.566   313.0
2.0420          -55.703      -70.121       14.418   309.8
2.0440          -55.669      -70.088       14.419   309.9
2.0460          -55.663      -70.051       14.388   309.2
2.0480          -55.681      -70.012       14.331   308.0
2.0500          -55.777      -69.974       14.197   305.1
2.0520          -55.743      -69.937       14.194   305.0
2.0540          -55.665      -69.901       14.235   305.9
2.0560          -55.647      -69.865       14.218   305.5
2.0580          -55.676      -69.830       14.154   304.2
2.0600          -55.589      -69.796       14.206   305.3
2.0620          -55.534      -69.762       14.228   305.8
2.0640          -55.500      -69.729       14.229   305.8
2.0660          -55.501      -69.697       14.196   305.1
2.0680          -55.540      -69.667       14.127   303.6
2.0700          -55.515      -69.638       14.123   303.5
2.0720          -55.515      -69.610       14.095   302.9
2.0740          -55.482      -69.582       14.100   303.0
2.0760          -55.443      -69.556       14.112   303.3
2.0780          -55.428      -69.530       14.102   303.1
2.0800          -55.389      -69.507       14.118   303.4
2.0820          -55.362      -69.487       14.125   303.5
2.0840          -55.417      -69.472       14.055   302.0
2.0860          -55.410      -69.461       14.051   302.0
2.0880          -55.432      -69.456       14.023   301.4
2.0900          -55.376      -69.454       14.078   302.5
2.0920          -55.318      -69.456       14.139   303.8
2.0940          -55.342      -69.460       14.118   303.4
2.0960          -55.350      -69.469       14.118   303.4
2.0980          -55.301      -69.483       14.182   304.8
2.1000          -55.241      -69.500       14.259   306.4
2.1020          -55.154      -69.519       14.365   308.7
2.1040          -55.099      -69.540       14.441   310.3
2.1060          -55.033      -69.561       14.527   312.2
2.1080          -55.062      -69.582       14.520   312.0
2.1100          -55.050      -69.601       14.551   312.7
2.1120          -55.117      -69.618       14.502   311.6
2.1140          -55.101      -69.635       14.535   312.4
2.1160          -55.048      -69.653       14.605   313.9
2.1180          -55.190      -69.673       14.482   311.2
2.1200          -55.206      -69.691       14.485   311.3
2.1220          -55.275      -69.707       14.432   310.1
2.1240          -55.308      -69.722       14.414   309.8
2.1260          -55.353      -69.737       14.384   309.1
2.1280          -55.370      -69.751       14.380   309.0
2.1300          -55.360      -69.763       14.404   309.5
2.1320          -55.382      -69.775       14.392   309.3
2.1340          -55.306      -69.787       14.481   311.2
2.1360          -55.366      -69.798       14.432   310.1
2.1380          -55.378      -69.806       14.428   310.1
2.1400          -55.474      -69.812       14.338   308.1
2.1420          -55.543      -69.816       14.273   306.7
2.1440          -55.505      -69.817       14.312   307.6
2.1460          -55.473      -69.815       14.342   308.2
2.1480          -55.493      -69.808       14.316   307.6
2.1500          -55.590      -69.799       14.209   305.3
2.1520          -55.757      -69.788       14.031   301.5
2.1540          -55.866      -69.772       13.905   298.8
2.1560          -55.860      -69.754       13.893   298.6
2.1580          -55.846      -69.734       13.888   298.5
2.1600          -55.937      -69.711       13.775   296.0
2.1620          -55.900      -69.689       13.789   296.3
2.1640          -55.879      -69.666       13.787   296.3
2.1660          -55.908      -69.644       13.736   295.2
2.1680          -55.909      -69.624       13.715   294.7
2.1700          -55.911      -69.606       13.695   294.3
2.1720          -55.944      -69.592       13.648   293.3
2.1740          -55.884      -69.581       13.697   294.3
2.1760          -55.850      -69.573       13.724   294.9
2.1780          -55.846      -69.573       13.727   295.0
2.1800          -55.880      -69.576       13.695   294.3
2.1820          -55.879      -69.580       13.701   294.4
2.1840          -55.883      -69.585       13.703   294.5
2.1860          -55.924      -69.594       13.670   293.8
2.1880          -55.888      -69.604       13.716   294.8
2.1900          -55.859      -69.615       13.756   295.6
2.1920          -55.911      -69.625       13.714   294.7
2.1940          -55.826      -69.633       13.808   296.7
2.1960          -55.847      -69.638       13.792   296.4
2.1980          -55.803      -69.640       13.837   297.3
2.2000          -55.756      -69.641       13.885   298.4
2.2020          -55.761      -69.639       13.877   298.2
2.2040          -55.860      -69.632       13.772   296.0
2.2060          -55.867      -69.622       13.755   295.6
2.2080          -55.839      -69.611       13.772   296.0
2.2100          -55.902      -69.602       13.700   294.4
2.2120          -55.917      -69.592       13.675   293.9
2.2140          -55.984      -69.581       13.597   292.2
2.2160          -56.018      -69.571       13.553   291.3
2.2180          -56.041      -69.563       13.522   290.6
2.2200          -56.023      -69.559       13.536   290.9
2.2220          -55.928      -69.560       13.632   293.0
2.2240          -55.977      -69.564       13.587   292.0
2.2260          -55.969      -69.572       13.603   292.3
2.2280          -55.972      -69.584       13.612   292.5
2.2300          -55.959      -69.601       13.642   293.2
2.2320          -55.942      -69.620       13.679   294.0
2.2340          -55.960      -69.640       13.680   294.0
2.2360          -55.947      -69.658       13.711   294.7
2.2380          -56.097      -69.676       13.578   291.8
2.2400          -56.066      -69.692       13.625   292.8
2.2420          -56.091      -69.707       13.615   292.6
2.2440          -56.054      -69.722       13.669   293.7
2.2460          -56.053      -69.737       13.684   294.1
2.2480          -56.101      -69.753       13.651   293.4
2.2500          -56.193      -69.767       13.574   291.7
2.2520          -56.157      -69.781       13.624   292.8
2.2540          -56.204      -69.796       13.592   292.1
2.2560          -56.135      -69.813       13.677   293.9
2.2580          -56.218      -69.831       13.613   292.5
2.2600          -56.279      -69.853       13.575   291.7
2.2620          -56.257      -69.879       13.623   292.7
2.2640          -56.262      -69.907       13.645   293.2
2.2660          -56.332      -69.933       13.601   292.3
2.2680          -56.372      -69.957       13.584   291.9
2.2700          -56.398      -69.980       13.582   291.9
2.2720          -56.444      -70.003       13.559   291.4
2.2740          -56.503      -70.024       13.521   290.6
2.2760          -56.504      -70.045       13.541   291.0
2.2780          -56.469      -70.063       13.594   292.1
2.2800          -56.458      -70.078       13.620   292.7
2.2820          -56.488      -70.087       13.599   292.2
2.2840          -56.561      -70.095       13.534   290.8
2.2860          -56.578      -70.102       13.525   290.6
2.2880          -56.578      -70.109       13.530   290.8
2.2900          -56.570      -70.112       13.542   291.0
2.2920          -56.456      -70.114       13.658   293.5
2.2940          -56.421      -70.111       13.690   294.2
2.2960          -56.330      -70.105       13.775   296.0
2.2980          -56.359      -70.096       13.737   295.2
2.3000          -56.395      -70.085       13.690   294.2
2.3020          -56.448      -70.072       13.624   292.8
2.3040          -56.462      -70.057       13.595   292.2
2.3060          -56.512      -70.039       13.527   290.7
2.3080          -56.528      -70.019       13.491   289.9
2.3100          -56.607      -69.997       13.390   287.8
2.3120          -56.592      -69.972       13.380   287.5
2.3140          -56.702      -69.943       13.242   284.6
2.3160          -56.735      -69.913       13.177   283.2
2.3180          -56.716      -69.885       13.169   283.0
2.3200          -56.696      -69.858       13.162   282.8
2.3220          -56.670      -69.835       13.165   282.9
2.3240          -56.652      -69.817       13.165   282.9
2.3260          -56.689      -69.808       13.119   281.9
2.3280          -56.599      -69.806       13.207   283.8
2.3300          -56.520      -69.807       13.287   285.5
2.3320          -56.554      -69.815       13.261   285.0
2.3340          -56.584      -69.828       13.244   284.6
2.3360          -56.559      -69.847       13.288   285.6
2.3380          -56.541      -69.871       13.330   286.5
2.3400          -56.501      -69.898       13.396   287.9
2.3420          -56.528      -69.927       13.399   287.9
2.3440          -56.577      -69.963       13.386   287.7
2.3460          -56.574      -70.003       13.428   288.6
2.3480          -56.525      -70.047       13.521   290.6
2.3500          -56.445      -70.093       13.648   293.3
2.3520          -56.404      -70.143       13.739   295.3
2.3540          -56.402      -70.194       13.793   296.4
2.3560          -56.364      -70.247       13.883   298.4
2.3580          -56.453      -70.301       13.848   297.6
2.3600          -56.397      -70.355       13.958   300.0
2.3620          -56.359      -70.405       14.046   301.8
2.3640          -56.210      -70.453       14.242   306.1
2.3660          -56.206      -70.495       14.289   307.1
2.3680          -56.278      -70.530       14.252   306.3
2.3700          -56.362      -70.556       14.194   305.0
2.3720          -56.348      -70.573       14.225   305.7
2.3740          -56.258      -70.579       14.321   307.7
2.3760          -56.234      -70.576       14.342   308.2
2.3780          -56.234      -70.566       14.333   308.0
2.3800          -56.252      -70.553       14.301   307.3
2.3820          -56.335      -70.532       14.197   305.1
2.3840          -56.338      -70.507       14.169   304.5
