Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2650          19.6150      -0.2415      19.8565  3413.7
0.2660          19.5822      -0.2913      19.8735  3416.6
0.2670          19.5516      -0.3314      19.8830  3418.3
0.2680          19.5695      -0.3604      19.9300  3426.3
0.2690          19.4834      -0.3756      19.8590  3414.1
0.2700          19.4829      -0.3789      19.8618  3414.6
0.2710          19.4845      -0.3718      19.8562  3413.7
0.2720          19.4488      -0.3558      19.8046  3404.8
0.2730          19.3761      -0.3320      19.7081  3388.2
0.2740          19.3785      -0.3029      19.6814  3383.6
0.2750          19.2289      -0.2716      19.5004  3352.5
0.2760          19.1247      -0.2393      19.3640  3329.0
0.2770          19.1152      -0.2104      19.3256  3322.4
0.2780          19.0373      -0.1883      19.2256  3305.2
0.2790          18.9419      -0.1728      19.1147  3286.2
0.2800          18.8635      -0.1657      19.0292  3271.5
0.2810          18.7857      -0.1660      18.9517  3258.2
0.2820          18.7163      -0.1717      18.8880  3247.2
0.2830          18.6201      -0.1819      18.8020  3232.4
0.2840          18.5457      -0.1938      18.7396  3221.7
0.2850          18.5024      -0.2072      18.7097  3216.5
0.2860          18.4568      -0.2200      18.6768  3210.9
0.2870          18.3754      -0.2316      18.6070  3198.9
0.2880          18.3555      -0.2449      18.6005  3197.8
0.2890          18.3075      -0.2587      18.5661  3191.9
0.2900          18.2748      -0.2714      18.5462  3188.4
0.2910          18.2797      -0.2824      18.5621  3191.2
0.2920          18.3053      -0.2910      18.5963  3197.0
0.2930          18.3238      -0.2960      18.6197  3201.1
0.2940          18.3108      -0.2921      18.6029  3198.2
0.2950          18.3171      -0.2781      18.5952  3196.9
0.2960          18.2783      -0.2507      18.5290  3185.5
0.2970          18.2438      -0.2063      18.4501  3171.9
0.2980          18.3352      -0.1408      18.4760  3176.4
0.2990          18.4185      -0.0556      18.4741  3176.0
0.3000          18.4211       0.0469      18.3742  3158.9
0.3010          18.3686       0.1595      18.2091  3130.5
0.3020          18.3323       0.2719      18.0604  3104.9
0.3030          18.2626       0.3702      17.8923  3076.0
0.3040          18.1986       0.4399      17.7587  3053.1
0.3050          18.1496       0.4697      17.6798  3039.5
0.3060          18.0974       0.4550      17.6424  3033.1
0.3070          17.9891       0.3980      17.5911  3024.2
0.3080          17.9887       0.3025      17.6862  3040.6
0.3090          17.9198       0.1806      17.7392  3049.7
0.3100          17.9657       0.0471      17.9185  3080.5
0.3110          17.9359      -0.0849      18.0208  3098.1
0.3120          17.8638      -0.2055      18.0693  3106.5
0.3130          17.7697      -0.3067      18.0763  3107.7
0.3140          17.6556      -0.3835      18.0391  3101.3
0.3150          17.6587      -0.4378      18.0965  3111.1
0.3160          17.6184      -0.4694      18.0877  3109.6
0.3170          17.5779      -0.4800      18.0579  3104.5
0.3180          17.4808      -0.4717      17.9525  3086.4
0.3190          17.3828      -0.4476      17.8303  3065.4
0.3200          17.4005      -0.4097      17.8101  3061.9
0.3210          17.3776      -0.3615      17.7392  3049.7
0.3220          17.3637      -0.3067      17.6705  3037.9
0.3230          17.3029      -0.2477      17.5505  3017.3
0.3240          17.2633      -0.1896      17.4528  3000.5
0.3250          17.2155      -0.1357      17.3512  2983.0
0.3260          17.2302      -0.0883      17.3185  2977.4
0.3270          17.1483      -0.0497      17.1980  2956.7
0.3280          17.1515      -0.0237      17.1752  2952.7
0.3290          17.1512      -0.0131      17.1643  2950.9
0.3300          17.0857      -0.0186      17.1042  2940.5
0.3310          17.1142      -0.0381      17.1523  2948.8
0.3320          17.0535      -0.0691      17.1225  2943.7
0.3330          16.9901      -0.1113      17.1014  2940.1
0.3340          17.0057      -0.1622      17.1679  2951.5
0.3350          16.9473      -0.2201      17.1675  2951.4
0.3360          16.8788      -0.2828      17.1616  2950.4
0.3370          16.7767      -0.3483      17.1250  2944.1
0.3380          16.7820      -0.4165      17.1985  2956.7
0.3390          16.7856      -0.4850      17.2706  2969.1
0.3400          16.7851      -0.5519      17.3370  2980.6
0.3410          16.6987      -0.6184      17.3171  2977.1
0.3420          16.7046      -0.6816      17.3862  2989.0
0.3430          16.6902      -0.7429      17.4331  2997.1
0.3440          16.6121      -0.8010      17.4131  2993.6
0.3450          16.5679      -0.8540      17.4219  2995.2
0.3460          16.5209      -0.9015      17.4223  2995.2
0.3470          16.5348      -0.9442      17.4790  3005.0
0.3480          16.4446      -0.9813      17.4259  2995.8
0.3490          16.4555      -1.0126      17.4681  3003.1
0.3500          16.4046      -1.0385      17.4432  2998.8
0.3510          16.4003      -1.0583      17.4586  3001.5
0.3520          16.3310      -1.0731      17.4041  2992.1
0.3530          16.2445      -1.0843      17.3288  2979.1
0.3540          16.2038      -1.0920      17.2958  2973.5
0.3550          16.2480      -1.0959      17.3439  2981.7
0.3560          16.2327      -1.0972      17.3299  2979.3
0.3570          16.1390      -1.0974      17.2364  2963.3
0.3580          16.0971      -1.0977      17.1948  2956.1
0.3590          16.0737      -1.0983      17.1720  2952.2
0.3600          16.0219      -1.0992      17.1210  2943.4
0.3610          16.0064      -1.1012      17.1076  2941.1
0.3620          15.9608      -1.1043      17.0651  2933.8
0.3630          15.8938      -1.1104      17.0042  2923.3
0.3640          15.8847      -1.1209      17.0056  2923.6
0.3650          15.9364      -1.1372      17.0737  2935.3
0.3660          15.9845      -1.1607      17.1452  2947.6
0.3670          15.8801      -1.1889      17.0690  2934.5
0.3680          15.9275      -1.2219      17.1494  2948.3
0.3690          15.8856      -1.2605      17.1461  2947.7
0.3700          15.8388      -1.3032      17.1420  2947.0
0.3710          15.7453      -1.3489      17.0942  2938.8
0.3720          15.7357      -1.3976      17.1334  2945.5
0.3730          15.6040      -1.4501      17.0541  2931.9
0.3740          15.6102      -1.5019      17.1121  2941.9
0.3750          15.5760      -1.5514      17.1274  2944.5
0.3760          15.4629      -1.5968      17.0596  2932.9
0.3770          15.4239      -1.6351      17.0591  2932.8
0.3780          15.4341      -1.6651      17.0993  2939.7
0.3790          15.3926      -1.6848      17.0774  2935.9
0.3800          15.3557      -1.6935      17.0492  2931.1
0.3810          15.3252      -1.6886      17.0138  2925.0
0.3820          15.2877      -1.6704      16.9581  2915.4
0.3830          15.2152      -1.6407      16.8559  2897.9
0.3840          15.1828      -1.6010      16.7838  2885.5
0.3850          15.2591      -1.5528      16.8119  2890.3
0.3860          15.1156      -1.4990      16.6145  2856.4
0.3870          15.0762      -1.4437      16.5199  2840.1
0.3880          15.0198      -1.3910      16.4108  2821.3
0.3890          15.0097      -1.3451      16.3547  2811.7
0.3900          15.0243      -1.3102      16.3344  2808.2
0.3910          14.9874      -1.2897      16.2771  2798.3
0.3920          15.0041      -1.2864      16.2905  2800.6
0.3930          14.9851      -1.3055      16.2906  2800.7
0.3940          14.8926      -1.3462      16.2388  2791.8
0.3950          14.8223      -1.4070      16.2293  2790.1
0.3960          14.8061      -1.4838      16.2899  2800.5
0.3970          14.7276      -1.5722      16.2998  2802.2
0.3980          14.6927      -1.6651      16.3579  2812.2
0.3990          14.6726      -1.7589      16.4314  2824.9
0.4000          14.5421      -1.8452      16.3873  2817.3
0.4010          14.5664      -1.9193      16.4857  2834.2
0.4020          14.5392      -1.9761      16.5153  2839.3
0.4030          14.4800      -2.0105      16.4905  2835.0
0.4040          14.4047      -2.0200      16.4247  2823.7
0.4050          14.3653      -2.0020      16.3673  2813.8
0.4060          14.3520      -1.9562      16.3082  2803.7
0.4070          14.2847      -1.8839      16.1686  2779.7
0.4080          14.3081      -1.7872      16.0953  2767.1
0.4090          14.3556      -1.6688      16.0245  2754.9
0.4100          14.3429      -1.5339      15.8768  2729.5
0.4110          14.3671      -1.3911      15.7582  2709.1
0.4120          14.3524      -1.2457      15.5981  2681.6
0.4130          14.3276      -1.1065      15.4341  2653.4
0.4140          14.3211      -0.9787      15.2998  2630.3
0.4150          14.2697      -0.8681      15.1378  2602.5
0.4160          14.2114      -0.7798      14.9912  2577.3
0.4170          14.1612      -0.7137      14.8749  2557.3
0.4180          14.1287      -0.6694      14.7982  2544.1
0.4190          14.0328      -0.6455      14.6783  2523.5
0.4200          13.9705      -0.6397      14.6101  2511.8
0.4210          13.9696      -0.6491      14.6186  2513.2
0.4220          13.9288      -0.6736      14.6025  2510.4
0.4230          13.9529      -0.7145      14.6674  2521.6
0.4240          13.8686      -0.7737      14.6423  2517.3
0.4250          13.7995      -0.8517      14.6512  2518.8
0.4260          13.7876      -0.9461      14.7338  2533.0
0.4270          13.7426      -1.0526      14.7952  2543.6
0.4280          13.7263      -1.1692      14.8956  2560.8
0.4290          13.7152      -1.2936      15.0088  2580.3
0.4300          13.6453      -1.4210      15.0664  2590.2
0.4310          13.5646      -1.5464      15.1110  2597.9
0.4320          13.5531      -1.6672      15.2204  2616.7
0.4330          13.5103      -1.7824      15.2926  2629.1
0.4340          13.4735      -1.8894      15.3629  2641.2
0.4350          13.5156      -1.9870      15.5026  2665.2
0.4360          13.4792      -2.0741      15.5533  2673.9
0.4370          13.4825      -2.1518      15.6343  2687.8
0.4380          13.4490      -2.2210      15.6700  2694.0
0.4390          13.4017      -2.2824      15.6841  2696.4
0.4400          13.3787      -2.3369      15.7155  2701.8
0.4410          13.3591      -2.3844      15.7435  2706.6
0.4420          13.3242      -2.4249      15.7491  2707.6
0.4430          13.3304      -2.4593      15.7897  2714.5
0.4440          13.3316      -2.4871      15.8186  2719.5
0.4450          13.3334      -2.5085      15.8419  2723.5
0.4460          13.2980      -2.5230      15.8211  2719.9
0.4470          13.2595      -2.5294      15.7889  2714.4
0.4480          13.2093      -2.5259      15.7352  2705.2
0.4490          13.1265      -2.5137      15.6401  2688.8
0.4500          13.1161      -2.4930      15.6091  2683.5
0.4510          12.9788      -2.4620      15.4408  2654.6
0.4520          12.9276      -2.4212      15.3488  2638.7
0.4530          12.8903      -2.3704      15.2608  2623.6
0.4540          12.8953      -2.3088      15.2041  2613.9
0.4550          12.9142      -2.2365      15.1507  2604.7
0.4560          12.8771      -2.1546      15.0317  2584.2
0.4570          12.8121      -2.0636      14.8757  2557.4
0.4580          12.7286      -1.9664      14.6951  2526.4
0.4590          12.7164      -1.8666      14.5830  2507.1
0.4600          12.7043      -1.7673      14.4715  2487.9
0.4610          12.7110      -1.6736      14.3846  2473.0
0.4620          12.5890      -1.5900      14.1790  2437.6
0.4630          12.5570      -1.5243      14.0813  2420.8
0.4640          12.5313      -1.4771      14.0084  2408.3
0.4650          12.5200      -1.4491      13.9691  2401.6
0.4660          12.5048      -1.4397      13.9445  2397.3
0.4670          12.5094      -1.4472      13.9566  2399.4
0.4680          12.4984      -1.4690      13.9674  2401.3
0.4690          12.4434      -1.5004      13.9437  2397.2
0.4700          12.3990      -1.5367      13.9357  2395.8
0.4710          12.4105      -1.5749      13.9855  2404.4
0.4720          12.3680      -1.6131      13.9811  2403.6
0.4730          12.3262      -1.6477      13.9739  2402.4
0.4740          12.2973      -1.6773      13.9745  2402.5
0.4750          12.3204      -1.6994      14.0198  2410.3
0.4760          12.2930      -1.7154      14.0084  2408.3
0.4770          12.2899      -1.7232      14.0131  2409.1
0.4780          12.2808      -1.7214      14.0022  2407.2
0.4790          12.2668      -1.7082      13.9750  2402.6
0.4800          12.3312      -1.6848      14.0160  2409.6
0.4810          12.2839      -1.6513      13.9352  2395.7
0.4820          12.2087      -1.6051      13.8138  2374.9
0.4830          12.1397      -1.5477      13.6873  2353.1
0.4840          12.0807      -1.4770      13.5577  2330.8
0.4850          12.0747      -1.3935      13.4682  2315.4
0.4860          12.0460      -1.2966      13.3426  2293.9
0.4870          11.9800      -1.1871      13.1671  2263.7
0.4880          11.9601      -1.0653      13.0254  2239.3
0.4890          11.9028      -0.9381      12.8409  2207.6
0.4900          11.8805      -0.8113      12.6918  2182.0
0.4910          11.9631      -0.6939      12.6570  2176.0
0.4920          11.8940      -0.5929      12.4868  2146.7
0.4930          11.8491      -0.5181      12.3672  2126.2
0.4940          11.8906      -0.4793      12.3699  2126.6
0.4950          11.8234      -0.4821      12.3055  2115.6
0.4960          11.8213      -0.5258      12.3471  2122.7
0.4970          11.7639      -0.6091      12.3730  2127.1
0.4980          11.7222      -0.7215      12.4437  2139.3
0.4990          11.6821      -0.8525      12.5346  2154.9
0.5000          11.6688      -0.9917      12.6605  2176.6
0.5010          11.6885      -1.1271      12.8156  2203.2
0.5020          11.7124      -1.2524      12.9649  2228.9
0.5030          11.6944      -1.3616      13.0560  2244.6
0.5040          11.6696      -1.4499      13.1194  2255.5
0.5050          11.7217      -1.5172      13.2390  2276.0
0.5060          11.7542      -1.5632      13.3174  2289.5
0.5070          11.7764      -1.5892      13.3656  2297.8
0.5080          11.7922      -1.5954      13.3877  2301.6
0.5090          11.7485      -1.5832      13.3318  2292.0
0.5100          11.7176      -1.5543      13.2719  2281.7
0.5110          11.7446      -1.5118      13.2564  2279.0
0.5120          11.7407      -1.4610      13.2017  2269.6
0.5130          11.7143      -1.4057      13.1200  2255.6
0.5140          11.7520      -1.3467      13.0987  2251.9
0.5150          11.8067      -1.2875      13.0942  2251.1
0.5160          11.8029      -1.2323      13.0352  2241.0
0.5170          11.7506      -1.1819      12.9324  2223.3
0.5180          11.7438      -1.1372      12.8811  2214.5
0.5190          11.6583      -1.1005      12.7588  2193.5
0.5200          11.5918      -1.0738      12.6656  2177.5
0.5210          11.5853      -1.0580      12.6433  2173.6
0.5220          11.5800      -1.0534      12.6334  2171.9
0.5230          11.5388      -1.0589      12.5977  2165.8
0.5240          11.5440      -1.0728      12.6168  2169.1
0.5250          11.5185      -1.0926      12.6111  2168.1
0.5260          11.5339      -1.1200      12.6539  2175.4
0.5270          11.4854      -1.1513      12.6367  2172.5
0.5280          11.4598      -1.1844      12.6442  2173.8
0.5290          11.4474      -1.2181      12.6655  2177.4
0.5300          11.4248      -1.2495      12.6743  2179.0
0.5310          11.4169      -1.2771      12.6941  2182.4
0.5320          11.4179      -1.3006      12.7185  2186.5
0.5330          11.4061      -1.3181      12.7242  2187.5
0.5340          11.4221      -1.3284      12.7505  2192.1
0.5350          11.3653      -1.3317      12.6969  2182.8
0.5360          11.3622      -1.3282      12.6904  2181.7
0.5370          11.3533      -1.3191      12.6724  2178.6
0.5380          11.3104      -1.3089      12.6193  2169.5
0.5390          11.2537      -1.3003      12.5540  2158.3
0.5400          11.2755      -1.2965      12.5720  2161.4
0.5410          11.2345      -1.3015      12.5360  2155.2
0.5420          11.1918      -1.3186      12.5104  2150.8
0.5430          11.1577      -1.3527      12.5104  2150.8
0.5440          11.1572      -1.4058      12.5630  2159.8
0.5450          11.1343      -1.4785      12.6128  2168.4
0.5460          11.1007      -1.5694      12.6701  2178.2
