Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2410           1.3849      -4.3389       5.7238   984.0
1.2420           1.4200      -4.3658       5.7857   994.7
1.2430           1.3841      -4.3895       5.7735   992.6
1.2440           1.3341      -4.4101       5.7442   987.5
1.2450           1.2899      -4.4276       5.7175   982.9
1.2460           1.2855      -4.4423       5.7278   984.7
1.2470           1.2953      -4.4559       5.7513   988.7
1.2480           1.2931      -4.4673       5.7604   990.3
1.2490           1.3102      -4.4778       5.7880   995.1
1.2500           1.2722      -4.4873       5.7595   990.2
1.2510           1.2998      -4.4968       5.7967   996.6
1.2520           1.2940      -4.5064       5.8004   997.2
1.2530           1.2390      -4.5156       5.7547   989.3
1.2540           1.2687      -4.5250       5.7937   996.0
1.2550           1.2756      -4.5343       5.8099   998.8
1.2560           1.2732      -4.5442       5.8174  1000.1
1.2570           1.2753      -4.5533       5.8286  1002.0
1.2580           1.2405      -4.5622       5.8027   997.6
1.2590           1.2363      -4.5703       5.8066   998.3
1.2600           1.2227      -4.5775       5.8003   997.2
1.2610           1.2008      -4.5834       5.7842   994.4
1.2620           1.1961      -4.5886       5.7847   994.5
1.2630           1.1613      -4.5938       5.7550   989.4
1.2640           1.1595      -4.5987       5.7582   989.9
1.2650           1.1876      -4.6032       5.7908   995.5
1.2660           1.1717      -4.6079       5.7796   993.6
1.2670           1.1992      -4.6128       5.8120   999.2
1.2680           1.1516      -4.6167       5.7683   991.7
1.2690           1.1311      -4.6215       5.7527   989.0
1.2700           1.1063      -4.6277       5.7340   985.8
1.2710           1.1120      -4.6347       5.7467   988.0
1.2720           1.1157      -4.6431       5.7588   990.0
1.2730           1.1215      -4.6532       5.7747   992.8
1.2740           1.1291      -4.6647       5.7938   996.1
1.2750           1.1369      -4.6768       5.8137   999.5
1.2760           1.0968      -4.6890       5.7858   994.7
1.2770           1.0575      -4.7027       5.7602   990.3
1.2780           1.0643      -4.7167       5.7810   993.9
1.2790           1.0605      -4.7314       5.7919   995.7
1.2800           1.0172      -4.7467       5.7639   990.9
1.2810           1.0277      -4.7617       5.7894   995.3
1.2820           1.0222      -4.7762       5.7984   996.9
1.2830           1.0290      -4.7892       5.8182  1000.3
1.2840           0.9970      -4.8007       5.7977   996.7
1.2850           1.0215      -4.8104       5.8319  1002.6
1.2860           1.0137      -4.8182       5.8318  1002.6
1.2870           0.9791      -4.8231       5.8023   997.5
1.2880           0.9677      -4.8255       5.7932   996.0
1.2890           0.9365      -4.8254       5.7619   990.6
1.2900           0.9537      -4.8232       5.7769   993.2
1.2910           0.9359      -4.8184       5.7543   989.3
1.2920           0.9297      -4.8115       5.7412   987.0
1.2930           0.9332      -4.8017       5.7349   985.9
1.2940           0.8807      -4.7885       5.6693   974.7
1.2950           0.9331      -4.7728       5.7059   981.0
1.2960           0.9333      -4.7547       5.6880   977.9
1.2970           0.9199      -4.7343       5.6541   972.1
1.2980           0.8911      -4.7120       5.6030   963.3
1.2990           0.9109      -4.6885       5.5994   962.6
1.3000           0.9439      -4.6640       5.6079   964.1
1.3010           0.9650      -4.6395       5.6045   963.5
1.3020           0.9879      -4.6155       5.6035   963.3
1.3030           0.9690      -4.5922       5.5611   956.1
1.3040           0.9382      -4.5704       5.5086   947.0
1.3050           0.9486      -4.5517       5.5004   945.6
1.3060           0.9682      -4.5364       5.5046   946.3
1.3070           0.9455      -4.5261       5.4716   940.7
1.3080           0.9258      -4.5205       5.4463   936.3
1.3090           0.9315      -4.5202       5.4518   937.3
1.3100           0.9104      -4.5270       5.4374   934.8
1.3110           0.9013      -4.5401       5.4415   935.5
1.3120           0.8906      -4.5600       5.4507   937.1
1.3130           0.9369      -4.5873       5.5241   949.7
1.3140           0.9450      -4.6219       5.5669   957.0
1.3150           0.9181      -4.6633       5.5814   959.5
1.3160           0.9196      -4.7107       5.6302   967.9
1.3170           0.9045      -4.7640       5.6685   974.5
1.3180           0.8909      -4.8217       5.7126   982.1
1.3190           0.8279      -4.8832       5.7111   981.8
1.3200           0.8227      -4.9472       5.7699   992.0
1.3210           0.8520      -5.0138       5.8658  1008.4
1.3220           0.8889      -5.0820       5.9709  1026.5
1.3230           0.8909      -5.1500       6.0409  1038.5
1.3240           0.8930      -5.2167       6.1097  1050.4
1.3250           0.8710      -5.2815       6.1526  1057.7
1.3260           0.8854      -5.3436       6.2290  1070.9
1.3270           0.8352      -5.4022       6.2374  1072.3
1.3280           0.8278      -5.4570       6.2848  1080.5
1.3290           0.8464      -5.5084       6.3548  1092.5
1.3300           0.8274      -5.5560       6.3834  1097.4
1.3310           0.8473      -5.5993       6.4466  1108.3
1.3320           0.8675      -5.6386       6.5061  1118.5
1.3330           0.8588      -5.6747       6.5335  1123.2
1.3340           0.8669      -5.7070       6.5739  1130.2
1.3350           0.8896      -5.7358       6.6253  1139.0
1.3360           0.8658      -5.7616       6.6274  1139.4
1.3370           0.8253      -5.7838       6.6091  1136.2
1.3380           0.8405      -5.8021       6.6426  1142.0
1.3390           0.8552      -5.8177       6.6729  1147.2
1.3400           0.8638      -5.8311       6.6949  1151.0
1.3410           0.8252      -5.8422       6.6675  1146.3
1.3420           0.8317      -5.8513       6.6830  1148.9
1.3430           0.7830      -5.8582       6.6412  1141.7
1.3440           0.7686      -5.8634       6.6321  1140.2
1.3450           0.7835      -5.8670       6.6504  1143.3
1.3460           0.7398      -5.8698       6.6096  1136.3
1.3470           0.7190      -5.8723       6.5913  1133.2
1.3480           0.7243      -5.8742       6.5985  1134.4
1.3490           0.7519      -5.8757       6.6277  1139.4
1.3500           0.7284      -5.8770       6.6054  1135.6
1.3510           0.7577      -5.8784       6.6361  1140.9
1.3520           0.7742      -5.8803       6.6546  1144.0
1.3530           0.7693      -5.8815       6.6508  1143.4
1.3540           0.7633      -5.8829       6.6462  1142.6
1.3550           0.7827      -5.8848       6.6675  1146.3
1.3560           0.7809      -5.8865       6.6674  1146.2
1.3570           0.7880      -5.8884       6.6764  1147.8
1.3580           0.7627      -5.8905       6.6532  1143.8
1.3590           0.8031      -5.8936       6.6966  1151.3
1.3600           0.8040      -5.8967       6.7007  1152.0
1.3610           0.7849      -5.8993       6.6842  1149.1
1.3620           0.7452      -5.9019       6.6470  1142.7
1.3630           0.7328      -5.9044       6.6372  1141.1
1.3640           0.7664      -5.9066       6.6730  1147.2
1.3650           0.7464      -5.9086       6.6550  1144.1
1.3660           0.7207      -5.9099       6.6306  1139.9
1.3670           0.7418      -5.9112       6.6530  1143.8
1.3680           0.7178      -5.9126       6.6304  1139.9
1.3690           0.7467      -5.9142       6.6609  1145.1
1.3700           0.7303      -5.9157       6.6461  1142.6
1.3710           0.7544      -5.9170       6.6714  1146.9
1.3720           0.6915      -5.9175       6.6090  1136.2
1.3730           0.6717      -5.9169       6.5885  1132.7
1.3740           0.6151      -5.9147       6.5299  1122.6
1.3750           0.5910      -5.9110       6.5020  1117.8
1.3760           0.5770      -5.9061       6.4831  1114.6
1.3770           0.5296      -5.8994       6.4291  1105.3
1.3780           0.5350      -5.8910       6.4260  1104.7
1.3790           0.5157      -5.8804       6.3961  1099.6
1.3800           0.5212      -5.8680       6.3892  1098.4
1.3810           0.5112      -5.8531       6.3643  1094.1
1.3820           0.4842      -5.8359       6.3201  1086.6
1.3830           0.4856      -5.8165       6.3020  1083.4
1.3840           0.4479      -5.7946       6.2425  1073.2
1.3850           0.4102      -5.7709       6.1810  1062.6
1.3860           0.4192      -5.7457       6.1648  1059.8
1.3870           0.4187      -5.7188       6.1375  1055.1
1.3880           0.4218      -5.6904       6.1122  1050.8
1.3890           0.4683      -5.6598       6.1281  1053.5
1.3900           0.4435      -5.6281       6.0716  1043.8
1.3910           0.4152      -5.5958       6.0109  1033.4
1.3920           0.4252      -5.5628       5.9880  1029.4
1.3930           0.4201      -5.5294       5.9495  1022.8
1.3940           0.3661      -5.4966       5.8627  1007.9
1.3950           0.3539      -5.4634       5.8173  1000.1
1.3960           0.3192      -5.4309       5.7502   988.6
1.3970           0.3307      -5.3989       5.7296   985.0
1.3980           0.3482      -5.3694       5.7176   983.0
1.3990           0.3320      -5.3423       5.6743   975.5
1.4000           0.2802      -5.3175       5.5978   962.4
1.4010           0.2696      -5.2966       5.5661   956.9
1.4020           0.2984      -5.2784       5.5769   958.8
1.4030           0.2884      -5.2645       5.5529   954.6
1.4040           0.2837      -5.2534       5.5371   951.9
1.4050           0.3260      -5.2462       5.5722   958.0
1.4060           0.3675      -5.2424       5.6098   964.4
1.4070           0.3643      -5.2406       5.6050   963.6
1.4080           0.3731      -5.2414       5.6144   965.2
1.4090           0.3836      -5.2441       5.6277   967.5
1.4100           0.4333      -5.2482       5.6815   976.8
1.4110           0.4877      -5.2537       5.7414   987.1
1.4120           0.5053      -5.2596       5.7649   991.1
1.4130           0.5184      -5.2658       5.7842   994.4
1.4140           0.5214      -5.2718       5.7932   996.0
1.4150           0.4982      -5.2772       5.7754   992.9
1.4160           0.4509      -5.2827       5.7336   985.7
1.4170           0.4310      -5.2881       5.7191   983.2
1.4180           0.3963      -5.2931       5.6894   978.1
1.4190           0.4002      -5.2978       5.6979   979.6
1.4200           0.3483      -5.3024       5.6507   971.5
1.4210           0.3269      -5.3073       5.6342   968.6
1.4220           0.3094      -5.3129       5.6223   966.6
1.4230           0.3088      -5.3188       5.6276   967.5
1.4240           0.3094      -5.3250       5.6344   968.7
1.4250           0.3697      -5.3308       5.7004   980.0
1.4260           0.3784      -5.3363       5.7147   982.5
1.4270           0.3666      -5.3420       5.7086   981.4
1.4280           0.3953      -5.3480       5.7433   987.4
1.4290           0.3883      -5.3543       5.7426   987.3
1.4300           0.3777      -5.3605       5.7382   986.5
1.4310           0.4190      -5.3664       5.7853   994.6
1.4320           0.3766      -5.3725       5.7491   988.4
1.4330           0.3648      -5.3788       5.7436   987.4
1.4340           0.3668      -5.3864       5.7532   989.1
1.4350           0.3689      -5.3955       5.7643   991.0
1.4360           0.3298      -5.4056       5.7353   986.0
1.4370           0.2730      -5.4168       5.6898   978.2
1.4380           0.2394      -5.4287       5.6681   974.5
1.4390           0.1852      -5.4416       5.6268   967.3
1.4400           0.1896      -5.4554       5.6450   970.5
1.4410           0.2213      -5.4699       5.6912   978.4
1.4420           0.2512      -5.4851       5.7363   986.2
1.4430           0.2480      -5.5007       5.7487   988.3
1.4440           0.2447      -5.5160       5.7607   990.4
1.4450           0.2783      -5.5315       5.8098   998.8
1.4460           0.2514      -5.5469       5.7983   996.8
1.4470           0.2400      -5.5621       5.8020   997.5
1.4480           0.2427      -5.5769       5.8196  1000.5
1.4490           0.2800      -5.5920       5.8720  1009.5
1.4500           0.2930      -5.6065       5.8994  1014.2
1.4510           0.2659      -5.6193       5.8851  1011.8
1.4520           0.2872      -5.6310       5.9182  1017.4
1.4530           0.3041      -5.6422       5.9463  1022.3
1.4540           0.2773      -5.6529       5.9302  1019.5
1.4550           0.2886      -5.6623       5.9510  1023.1
1.4560           0.2931      -5.6702       5.9634  1025.2
1.4570           0.3039      -5.6762       5.9800  1028.1
1.4580           0.2693      -5.6805       5.9498  1022.9
1.4590           0.2565      -5.6834       5.9399  1021.2
1.4600           0.2226      -5.6847       5.9073  1015.6
1.4610           0.2215      -5.6851       5.9066  1015.5
1.4620           0.2014      -5.6844       5.8858  1011.9
1.4630           0.1926      -5.6826       5.8752  1010.1
1.4640           0.2065      -5.6802       5.8867  1012.0
1.4650           0.1933      -5.6765       5.8698  1009.1
1.4660           0.1687      -5.6729       5.8415  1004.3
1.4670           0.1373      -5.6692       5.8065   998.2
1.4680           0.1130      -5.6654       5.7785   993.4
1.4690           0.1245      -5.6620       5.7865   994.8
1.4700           0.1595      -5.6599       5.8195  1000.5
1.4710           0.1144      -5.6591       5.7735   992.6
1.4720           0.1007      -5.6594       5.7601   990.3
1.4730           0.0693      -5.6611       5.7304   985.2
1.4740           0.0540      -5.6642       5.7183   983.1
1.4750           0.0167      -5.6695       5.6861   977.6
1.4760           0.0026      -5.6768       5.6794   976.4
1.4770          -0.0384      -5.6861       5.6478   971.0
1.4780          -0.0476      -5.6971       5.6495   971.3
1.4790          -0.0785      -5.7100       5.6315   968.2
1.4800          -0.0862      -5.7248       5.6387   969.4
1.4810          -0.0657      -5.7413       5.6755   975.7
1.4820          -0.1023      -5.7587       5.6565   972.5
1.4830          -0.1044      -5.7769       5.6725   975.2
1.4840          -0.1444      -5.7951       5.6507   971.5
1.4850          -0.1698      -5.8127       5.6429   970.1
1.4860          -0.1856      -5.8309       5.6453   970.5
1.4870          -0.1832      -5.8490       5.6658   974.1
1.4880          -0.1772      -5.8667       5.6895   978.1
1.4890          -0.2153      -5.8842       5.6690   974.6
1.4900          -0.2083      -5.9008       5.6925   978.6
1.4910          -0.2305      -5.9165       5.6859   977.5
1.4920          -0.2612      -5.9313       5.6701   974.8
1.4930          -0.2374      -5.9454       5.7080   981.3
1.4940          -0.2635      -5.9582       5.6947   979.0
1.4950          -0.2708      -5.9695       5.6987   979.7
1.4960          -0.2699      -5.9792       5.7093   981.5
1.4970          -0.2953      -5.9876       5.6923   978.6
1.4980          -0.2946      -5.9951       5.7005   980.0
1.4990          -0.3215      -6.0015       5.6800   976.5
1.5000          -0.2817      -6.0071       5.7255   984.3
1.5010          -0.3093      -6.0114       5.7020   980.3
1.5020          -0.2942      -6.0140       5.7197   983.3
1.5030          -0.3134      -6.0150       5.7016   980.2
1.5040          -0.3135      -6.0142       5.7008   980.1
1.5050          -0.3032      -6.0118       5.7086   981.4
1.5060          -0.2836      -6.0071       5.7235   984.0
1.5070          -0.2703      -5.9996       5.7293   985.0
1.5080          -0.2678      -5.9898       5.7220   983.7
1.5090          -0.2826      -5.9777       5.6951   979.1
1.5100          -0.3207      -5.9639       5.6432   970.2
1.5110          -0.3384      -5.9478       5.6095   964.4
1.5120          -0.3586      -5.9296       5.5710   957.8
1.5130          -0.3706      -5.9089       5.5382   952.1
1.5140          -0.3963      -5.8863       5.4900   943.8
1.5150          -0.3846      -5.8612       5.4766   941.5
1.5160          -0.4065      -5.8347       5.4282   933.2
1.5170          -0.3645      -5.8063       5.4418   935.5
1.5180          -0.3425      -5.7761       5.4336   934.1
1.5190          -0.3671      -5.7446       5.3775   924.5
1.5200          -0.3603      -5.7117       5.3514   920.0
1.5210          -0.3820      -5.6781       5.2960   910.5
1.5220          -0.3725      -5.6439       5.2715   906.3
1.5230          -0.3751      -5.6094       5.2342   899.9
1.5240          -0.3655      -5.5749       5.2094   895.6
1.5250          -0.3867      -5.5409       5.1542   886.1
1.5260          -0.3701      -5.5072       5.1371   883.2
1.5270          -0.3893      -5.4746       5.0854   874.3
1.5280          -0.3946      -5.4442       5.0496   868.1
1.5290          -0.4104      -5.4170       5.0066   860.7
1.5300          -0.4738      -5.3925       4.9187   845.6
1.5310          -0.4954      -5.3708       4.8754   838.2
1.5320          -0.4886      -5.3513       4.8627   836.0
1.5330          -0.4955      -5.3351       4.8396   832.0
1.5340          -0.5046      -5.3211       4.8165   828.1
1.5350          -0.4596      -5.3102       4.8507   833.9
1.5360          -0.4788      -5.3028       4.8240   829.3
1.5370          -0.4805      -5.2985       4.8181   828.3
1.5380          -0.4431      -5.2970       4.8539   834.5
1.5390          -0.4316      -5.2981       4.8665   836.6
1.5400          -0.4678      -5.3013       4.8335   831.0
1.5410          -0.4808      -5.3060       4.8252   829.6
1.5420          -0.5061      -5.3120       4.8060   826.2
1.5430          -0.5139      -5.3185       4.8046   826.0
1.5440          -0.5070      -5.3254       4.8184   828.4
1.5450          -0.5281      -5.3329       4.8048   826.0
1.5460          -0.5538      -5.3402       4.7864   822.9
1.5470          -0.5466      -5.3475       4.8010   825.4
1.5480          -0.5430      -5.3545       4.8115   827.2
1.5490          -0.5398      -5.3612       4.8214   828.9
1.5500          -0.5682      -5.3666       4.7984   824.9
1.5510          -0.5492      -5.3712       4.8221   829.0
1.5520          -0.5708      -5.3746       4.8038   825.9
1.5530          -0.5543      -5.3771       4.8228   829.1
1.5540          -0.5612      -5.3780       4.8169   828.1
1.5550          -0.5683      -5.3774       4.8091   826.8
1.5560          -0.5591      -5.3753       4.8162   828.0
1.5570          -0.5823      -5.3722       4.7899   823.5
1.5580          -0.6400      -5.3685       4.7286   812.9
1.5590          -0.6329      -5.3641       4.7312   813.4
1.5600          -0.6437      -5.3595       4.7159   810.7
1.5610          -0.6501      -5.3548       4.7048   808.8
1.5620          -0.6590      -5.3499       4.6909   806.5
1.5630          -0.6612      -5.3446       4.6834   805.2
1.5640          -0.6542      -5.3389       4.6847   805.4
1.5650          -0.6478      -5.3329       4.6851   805.4
1.5660          -0.6579      -5.3265       4.6686   802.6
1.5670          -0.6538      -5.3198       4.6660   802.2
1.5680          -0.6289      -5.3132       4.6843   805.3
1.5690          -0.6158      -5.3064       4.6906   806.4
1.5700          -0.6103      -5.2993       4.6890   806.1
1.5710          -0.6512      -5.2922       4.6410   797.9
1.5720          -0.6836      -5.2854       4.6019   791.1
1.5730          -0.6338      -5.2792       4.6454   798.6
1.5740          -0.6464      -5.2737       4.6273   795.5
1.5750          -0.6434      -5.2683       4.6249   795.1
1.5760          -0.6502      -5.2635       4.6133   793.1
1.5770          -0.6754      -5.2596       4.5842   788.1
1.5780          -0.7065      -5.2570       4.5505   782.3
1.5790          -0.7204      -5.2550       4.5346   779.6
1.5800          -0.7207      -5.2531       4.5324   779.2
1.5810          -0.7169      -5.2512       4.5343   779.5
1.5820          -0.7038      -5.2494       4.5456   781.5
1.5830          -0.6725      -5.2482       4.5757   786.7
1.5840          -0.6679      -5.2473       4.5794   787.3
1.5850          -0.6613      -5.2468       4.5856   788.3
1.5860          -0.6375      -5.2472       4.6097   792.5
1.5870          -0.6059      -5.2478       4.6418   798.0
1.5880          -0.6182      -5.2475       4.6294   795.9
1.5890          -0.6488      -5.2468       4.5980   790.5
1.5900          -0.6662      -5.2458       4.5796   787.3
1.5910          -0.6829      -5.2445       4.5616   784.2
1.5920          -0.6966      -5.2428       4.5462   781.6
1.5930          -0.6986      -5.2406       4.5420   780.8
1.5940          -0.6721      -5.2381       4.5660   785.0
1.5950          -0.7020      -5.2358       4.5339   779.5
1.5960          -0.7121      -5.2332       4.5212   777.3
1.5970          -0.6990      -5.2300       4.5310   779.0
1.5980          -0.7300      -5.2263       4.4963   773.0
1.5990          -0.7384      -5.2222       4.4839   770.9
1.6000          -0.7327      -5.2180       4.4853   771.1
1.6010          -0.7464      -5.2134       4.4670   768.0
1.6020          -0.7206      -5.2087       4.4882   771.6
1.6030          -0.7345      -5.2039       4.4694   768.4
1.6040          -0.7157      -5.1996       4.4840   770.9
1.6050          -0.7202      -5.1955       4.4753   769.4
1.6060          -0.7321      -5.1907       4.4586   766.5
1.6070          -0.7044      -5.1861       4.4818   770.5
1.6080          -0.6777      -5.1814       4.5037   774.3
1.6090          -0.6824      -5.1768       4.4944   772.7
1.6100          -0.7192      -5.1721       4.4528   765.5
1.6110          -0.7315      -5.1677       4.4361   762.7
1.6120          -0.7261      -5.1633       4.4372   762.8
1.6130          -0.7612      -5.1587       4.3975   756.0
1.6140          -0.7656      -5.1540       4.3885   754.5
1.6150          -0.7532      -5.1497       4.3965   755.8
1.6160          -0.7380      -5.1458       4.4078   757.8
1.6170          -0.7313      -5.1423       4.4110   758.3
1.6180          -0.7721      -5.1384       4.3663   750.6
1.6190          -0.7781      -5.1348       4.3567   749.0
1.6200          -0.7754      -5.1320       4.3567   749.0
1.6210          -0.7970      -5.1300       4.3330   744.9
1.6220          -0.8108      -5.1290       4.3181   742.4
1.6230          -0.8003      -5.1284       4.3281   744.1
1.6240          -0.7772      -5.1284       4.3512   748.0
1.6250          -0.7829      -5.1294       4.3465   747.3
1.6260          -0.8188      -5.1315       4.3127   741.4
1.6270          -0.8188      -5.1346       4.3158   742.0
1.6280          -0.8348      -5.1389       4.3041   740.0
1.6290          -0.8283      -5.1440       4.3157   742.0
1.6300          -0.8496      -5.1502       4.3006   739.4
1.6310          -0.8631      -5.1572       4.2941   738.2
1.6320          -0.9022      -5.1651       4.2628   732.9
1.6330          -0.9393      -5.1741       4.2348   728.0
1.6340          -0.9365      -5.1851       4.2486   730.4
1.6350          -0.9468      -5.1972       4.2505   730.7
1.6360          -0.9690      -5.2105       4.2415   729.2
1.6370          -1.0090      -5.2254       4.2164   724.9
1.6380          -1.0408      -5.2423       4.2015   722.3
1.6390          -1.0331      -5.2616       4.2285   727.0
1.6400          -1.0544      -5.2821       4.2277   726.8
1.6410          -1.0344      -5.3040       4.2696   734.0
1.6420          -1.0241      -5.3276       4.3036   739.9
1.6430          -1.0087      -5.3532       4.3446   746.9
1.6440          -0.9939      -5.3804       4.3865   754.1
1.6450          -1.0110      -5.4094       4.3984   756.2
1.6460          -1.0331      -5.4395       4.4063   757.5
1.6470          -0.9853      -5.4709       4.4855   771.1
1.6480          -1.0046      -5.5039       4.4993   773.5
1.6490          -1.0005      -5.5380       4.5375   780.1
1.6500          -1.0104      -5.5725       4.5621   784.3
1.6510          -0.9859      -5.6081       4.6222   794.6
1.6520          -1.0365      -5.6440       4.6075   792.1
1.6530          -1.0607      -5.6796       4.6189   794.1
1.6540          -1.0471      -5.7144       4.6673   802.4
1.6550          -1.0244      -5.7489       4.7245   812.2
1.6560          -0.9750      -5.7828       4.8078   826.6
1.6570          -1.0236      -5.8159       4.7923   823.9
1.6580          -0.9844      -5.8482       4.8638   836.2
1.6590          -0.9748      -5.8793       4.9045   843.2
1.6600          -0.9567      -5.9089       4.9522   851.4
1.6610          -0.9847      -5.9368       4.9521   851.4
1.6620          -1.0074      -5.9631       4.9557   852.0
1.6630          -0.9972      -5.9875       4.9903   857.9
1.6640          -0.9991      -6.0096       5.0106   861.4
1.6650          -1.0351      -6.0296       4.9944   858.6
1.6660          -1.0233      -6.0469       5.0236   863.6
1.6670          -1.0045      -6.0617       5.0572   869.4
1.6680          -1.0067      -6.0743       5.0676   871.2
1.6690          -1.0487      -6.0842       5.0355   865.7
1.6700          -1.0706      -6.0918       5.0213   863.2
1.6710          -1.0549      -6.0971       5.0422   866.9
1.6720          -1.0625      -6.1002       5.0377   866.1
1.6730          -1.0299      -6.1009       5.0710   871.8
1.6740          -1.0585      -6.0999       5.0414   866.7
1.6750          -1.1089      -6.0969       4.9880   857.5
1.6760          -1.0632      -6.0919       5.0288   864.5
1.6770          -1.0743      -6.0855       5.0112   861.5
1.6780          -1.0767      -6.0777       5.0010   859.8
1.6790          -1.0791      -6.0685       4.9894   857.8
1.6800          -1.0805      -6.0583       4.9779   855.8
1.6810          -1.0900      -6.0476       4.9576   852.3
1.6820          -1.1207      -6.0361       4.9154   845.1
1.6830          -1.1041      -6.0237       4.9196   845.8
1.6840          -1.0958      -6.0109       4.9151   845.0
1.6850          -1.1057      -5.9976       4.8919   841.0
1.6860          -1.1234      -5.9843       4.8609   835.7
1.6870          -1.1615      -5.9707       4.8092   826.8
1.6880          -1.1537      -5.9568       4.8032   825.8
1.6890          -1.1665      -5.9431       4.7766   821.2
1.6900          -1.1719      -5.9297       4.7578   818.0
1.6910          -1.1626      -5.9168       4.7541   817.3
1.6920          -1.1687      -5.9044       4.7357   814.2
1.6930          -1.1903      -5.8921       4.7018   808.3
1.6940          -1.1761      -5.8790       4.7029   808.5
1.6950          -1.2029      -5.8660       4.6630   801.7
1.6960          -1.2004      -5.8532       4.6528   799.9
1.6970          -1.2128      -5.8406       4.6278   795.6
1.6980          -1.2135      -5.8281       4.6147   793.3
1.6990          -1.2435      -5.8158       4.5723   786.1
1.7000          -1.2471      -5.8038       4.5566   783.4
1.7010          -1.2330      -5.7922       4.5592   783.8
1.7020          -1.2578      -5.7806       4.5228   777.5
1.7030          -1.3250      -5.7691       4.4442   764.0
1.7040          -1.3083      -5.7582       4.4500   765.0
1.7050          -1.3302      -5.7477       4.4175   759.4
1.7060          -1.3220      -5.7374       4.4154   759.1
1.7070          -1.3645      -5.7277       4.3633   750.1
1.7080          -1.3545      -5.7190       4.3645   750.3
1.7090          -1.3609      -5.7114       4.3505   747.9
1.7100          -1.3632      -5.7048       4.3416   746.4
1.7110          -1.3786      -5.6992       4.3207   742.8
1.7120          -1.4166      -5.6944       4.2778   735.4
1.7130          -1.4173      -5.6909       4.2736   734.7
1.7140          -1.4096      -5.6889       4.2793   735.7
1.7150          -1.4234      -5.6880       4.2646   733.2
1.7160          -1.4435      -5.6881       4.2446   729.7
1.7170          -1.4537      -5.6897       4.2360   728.3
1.7180          -1.4041      -5.6933       4.2892   737.4
1.7190          -1.4177      -5.6977       4.2800   735.8
1.7200          -1.4395      -5.7046       4.2651   733.3
1.7210          -1.4715      -5.7134       4.2419   729.3
1.7220          -1.4688      -5.7234       4.2547   731.5
1.7230          -1.4516      -5.7347       4.2831   736.3
1.7240          -1.4582      -5.7470       4.2888   737.3
1.7250          -1.4423      -5.7601       4.3178   742.3
1.7260          -1.4580      -5.7736       4.3156   741.9
1.7270          -1.4574      -5.7880       4.3306   744.5
1.7280          -1.4876      -5.8023       4.3147   741.8
1.7290          -1.5235      -5.8168       4.2932   738.1
1.7300          -1.4944      -5.8317       4.3374   745.7
1.7310          -1.5104      -5.8474       4.3369   745.6
1.7320          -1.5290      -5.8630       4.3340   745.1
1.7330          -1.5614      -5.8786       4.3172   742.2
1.7340          -1.5964      -5.8938       4.2974   738.8
1.7350          -1.6017      -5.9087       4.3070   740.5
1.7360          -1.6137      -5.9233       4.3096   740.9
1.7370          -1.6146      -5.9377       4.3231   743.2
1.7380          -1.6095      -5.9518       4.3423   746.5
1.7390          -1.6268      -5.9660       4.3392   746.0
1.7400          -1.5955      -5.9802       4.3847   753.8
1.7410          -1.6246      -5.9950       4.3704   751.4
1.7420          -1.6332      -6.0097       4.3765   752.4
1.7430          -1.6315      -6.0247       4.3932   755.3
1.7440          -1.6506      -6.0401       4.3894   754.6
1.7450          -1.6667      -6.0566       4.3900   754.7
1.7460          -1.7057      -6.0744       4.3687   751.1
1.7470          -1.7216      -6.0934       4.3718   751.6
1.7480          -1.7249      -6.1128       4.3879   754.4
1.7490          -1.7402      -6.1332       4.3930   755.2
1.7500          -1.7333      -6.1542       4.4208   760.0
1.7510          -1.7234      -6.1763       4.4529   765.5
1.7520          -1.6966      -6.1993       4.5026   774.1
1.7530          -1.7077      -6.2223       4.5145   776.1
1.7540          -1.6697      -6.2454       4.5757   786.7
1.7550          -1.7052      -6.2690       4.5638   784.6
1.7560          -1.7092      -6.2928       4.5836   788.0
1.7570          -1.6940      -6.3172       4.6232   794.8
1.7580          -1.6997      -6.3414       4.6416   798.0
1.7590          -1.6907      -6.3659       4.6751   803.7
1.7600          -1.6925      -6.3904       4.6978   807.6
1.7610          -1.6766      -6.4150       4.7384   814.6
1.7620          -1.6398      -6.4398       4.8000   825.2
1.7630          -1.6493      -6.4647       4.8155   827.9
1.7640          -1.6635      -6.4897       4.8262   829.7
1.7650          -1.6461      -6.5140       4.8679   836.9
1.7660          -1.6670      -6.5375       4.8705   837.3
1.7670          -1.6933      -6.5606       4.8673   836.8
1.7680          -1.6879      -6.5833       4.8954   841.6
1.7690          -1.7240      -6.6053       4.8813   839.2
1.7700          -1.6931      -6.6262       4.9331   848.1
1.7710          -1.7147      -6.6462       4.9315   847.8
1.7720          -1.7435      -6.6655       4.9221   846.2
1.7730          -1.7409      -6.6843       4.9434   849.9
1.7740          -1.7729      -6.7023       4.9294   847.5
1.7750          -1.7500      -6.7196       4.9696   854.4
1.7760          -1.7601      -6.7360       4.9759   855.5
1.7770          -1.7723      -6.7512       4.9789   856.0
1.7780          -1.7208      -6.7653       5.0445   867.2
1.7790          -1.7284      -6.7780       5.0496   868.1
1.7800          -1.7021      -6.7894       5.0873   874.6
1.7810          -1.6761      -6.7994       5.1233   880.8
1.7820          -1.6934      -6.8082       5.1148   879.3
