0 1 2 3 4 5 6 7 8 9
0.1 184.62606701519 82.582863447349 31.743967125913 17.120784528298 10.455928628245 6.0831772322361 3.4958769525899 1.676652610567 0.63251998325982
0.11 59.658803292397 34.052557819504 16.91051699109 10.421064720477 6.6238298010397 3.6943399808197 2.1627500825829 1.1450949882657 0.51732981804748
0.12 34.650721854037 18.681910154802 9.3268654249198 5.8582098247597 3.5926393720545 1.8012359914025 1.0710224409811 0.63196922441973 0.3337143314184
0.13 33.534107517445 19.323103050171 8.8479139671635 5.0691461304348 3.1020773733643 1.6591962654088 0.99528784275866 0.5723068220512 0.28051024497155
0.14 26.527047491416 14.546986661889 6.7271013944016 3.916130498444 2.4515785756656 1.3728088635734 0.84124112850727 0.48695027314925 0.22901368048595
0.15 13.156019595596 8.4446801720463 5.0552349306278 3.5231488641114 2.4706763880867 1.455080896998 0.88650094305092 0.49911884183093 0.2311490101865
0.16 14.229873590689 7.9826224318413 4.4177839397885 3.2341054419449 2.3673165377873 1.347259829183 0.80989379866139 0.45881551519039 0.21643376783624
0.17 16.429103344419 9.7885828599202 5.4545751009473 3.8477130308915 2.5901769080358 1.3352128110545 0.7976555768163 0.46812267273759 0.22919343801908
0.18 24.076595157618 16.788347475401 9.6654201565891 5.5154730629361 2.7996940847255 1.2124900121544 0.71048132855499 0.3989934029082 0.18177132380469
0.19 111.86731219048 52.273961374122 16.657367192907 6.4183360729419 2.50292430855 0.97618799732508 0.56505172251227 0.31653759223827 0.14327963429147
0.2 63.194545603199 30.046269040817 11.524905698648 5.4279331228535 2.544969020288 1.0998531547814 0.60698955078289 0.31888771981818 0.14032113263318
0.21 9.493336824319 5.9150558151548 3.8562906452349 2.8252164271047 1.8257514415965 0.91273465921391 0.52840991275734 0.29372034175618 0.13404287450922
0.22 3.4109681616926 2.6700993614276 2.1856407999983 1.9217336349704 1.560877341298 0.91976698195859 0.52048880360494 0.27392511412081 0.11603775036317
0.23 3.0608709944888 2.4937659716022 2.1413338711021 1.8753069003325 1.5087086838144 0.9039996301208 0.5328338623519 0.28707320849035 0.12302279108604
0.24 10.818252467066 6.6539401273643 4.0954588803175 2.9059797089713 1.9115923130171 0.91836048693669 0.48715926296366 0.25174122033976 0.1048053387872
0.25 28.555683003543 15.525464324682 8.2124342468312 4.841410580259 2.5807849098161 1.0322246812291 0.51491075379273 0.25888159157675 0.10801617579256
0.26 188.34158997055 68.682293831304 17.628636398368 6.453047213735 2.5996784469708 0.92269165970636 0.4602254902366 0.23864706085244 0.1102555277129
0.27 51.956926359979 28.938302124424 12.984874069781 6.3120863591405 2.7752954136092 0.96863840183686 0.46545930269759 0.22543012158925 0.092709085833894
0.28 58.893006304178 27.894326990827 10.296786969174 5.021836874249 2.3451918679103 0.80231924164565 0.37324492295788 0.18365024012698 0.080177923283446
0.29 31.81530490612 17.477133937581 8.2020728609576 4.3436111751931 2.0836235757995 0.76860794693954 0.36405384465061 0.17701627661531 0.072226529849508
0.3 20.822285069588 13.728072819232 6.3836458464077 3.3885008823193 1.8418158118697 0.7331637010301 0.33686669941629 0.16183230052071 0.066278529950045
0.31 6.320897484813 5.0917876013516 3.8207511846723 2.904413355473 1.8835948278505 0.80656568851344 0.37551451139734 0.17924094590938 0.073955103426307
0.32 8.2365320393078 5.5194171823782 3.4235969083019 2.3635050425554 1.5022206377924 0.65153528065739 0.31378999864187 0.15534167959795 0.066418925143476
0.33 16.248837028926 10.140951597916 5.5214381703925 3.3105180130837 1.788165041431 0.69503669607929 0.32878855018002 0.16387561311699 0.074003012662917
0.34 120.15466998084 48.858279843021 15.425337347874 6.2745504481312 2.4324007228617 0.70939649649861 0.30177998069815 0.1449224848398 0.064152925270859
0.35 80.37892072332 34.354969872582 10.511909100887 4.1166568259109 1.6460620014879 0.52791501245425 0.2429457364556 0.12295696146709 0.054971735713346
0.36 9.6084512052111 7.3614664262826 5.1235344700166 3.3177382825591 1.7210113572965 0.58043159065239 0.25516188159931 0.12381020668012 0.054836362571505
0.37 52.284637412108 23.262909867005 7.6589992232345 3.4413449483809 1.6056205347468 0.55371503630494 0.24280619426993 0.1169741510456 0.051649891755174
0.38 30.903537988431 15.28417828767 6.0141359515366 3.0701219736514 1.5227008992159 0.54567365214492 0.24493091373751 0.11717098024044 0.04910676690699
0.39 10.221245299724 8.3650502447015 5.2061154239319 2.9926775338537 1.5083458266135 0.54274008645672 0.2496084670062 0.12244685664593 0.053574196817781
