# Phonon-assisted absorption versus energy
# Photon energy (eV), Directionally-averaged imaginary dielectric function along x,y,z
  0.10000000000000E+00  0.13871521893156E+03  0.84998006826029E+02  0.52382891549801E+02  0.40890532384868E+02  0.33794839171095E+02  0.24972211804409E+02  0.16477022996639E+02  0.86176570019671E+01  0.31475965497880E+01
  0.13000000000000E+00  0.38534460177674E+03  0.22832981025720E+03  0.12045370807901E+03  0.74295584401317E+02  0.45571182102219E+02  0.23634126984031E+02  0.13582376590639E+02  0.68418252013553E+01  0.24211414685772E+01
  0.16000000000000E+00  0.19486195907605E+04  0.90788360153167E+03  0.31690113785012E+03  0.14247772964491E+03  0.66271537564874E+02  0.25614937669547E+02  0.12577115412831E+02  0.59019184392904E+01  0.20057123107381E+01
  0.19000000000000E+00  0.11701380035418E+04  0.59610216711324E+03  0.24515640483540E+03  0.12424641616121E+03  0.61630346933971E+02  0.22608447201803E+02  0.10122052773871E+02  0.45648192258435E+01  0.15651778259329E+01
  0.22000000000000E+00  0.14643044486687E+04  0.73463668801315E+03  0.28583376584980E+03  0.13541759373892E+03  0.61945752458010E+02  0.20680221262458E+02  0.86377585918775E+01  0.36958025585376E+01  0.12450685704982E+01
  0.25000000000000E+00  0.13072010157112E+04  0.65491328487592E+03  0.25930826578071E+03  0.12616141852745E+03  0.59407938810727E+02  0.20003151821796E+02  0.81784547871901E+01  0.33744559128514E+01  0.11026997947490E+01
  0.28000000000000E+00  0.14624796546992E+04  0.70054312650362E+03  0.25611552580955E+03  0.11697883028276E+03  0.52535139689172E+02  0.17425088917504E+02  0.72359680469300E+01  0.30104396723969E+01  0.98546171403952E+00
  0.31000000000000E+00  0.63815873106751E+03  0.32455749164057E+03  0.13528060421979E+03  0.70365716223564E+02  0.35901023227099E+02  0.13689124154058E+02  0.61935141948190E+01  0.27199368986976E+01  0.90396929606819E+00
  0.34000000000000E+00  0.24640491402714E+03  0.12978143327226E+03  0.59710931955346E+02  0.35555064537950E+02  0.21707716246273E+02  0.10554097978220E+02  0.55183788843706E+01  0.26407958178106E+01  0.89516535755095E+00
  0.37000000000000E+00  0.29119107782943E+03  0.15035623839939E+03  0.61663002368723E+02  0.30895234474772E+02  0.16345336426620E+02  0.81764358453968E+01  0.47797663082958E+01  0.24868924373887E+01  0.86526025410377E+00
  0.40000000000000E+00  0.85891036602920E+02  0.48919194456458E+02  0.25077291932636E+02  0.15891254665637E+02  0.10347906941419E+02  0.60083136466665E+01  0.38633863574872E+01  0.21600887610812E+01  0.77288841673970E+00
  0.43000000000000E+00  0.43415296863724E+02  0.25336014379849E+02  0.13691593459115E+02  0.91028131533080E+01  0.63459593297015E+01  0.41801710308531E+01  0.29064075821846E+01  0.17080430345898E+01  0.62562379797953E+00
  0.46000000000000E+00  0.46376027945070E+02  0.24022074100024E+02  0.10920236218789E+02  0.67463688041342E+01  0.47270252955996E+01  0.32671475952842E+01  0.23429712720820E+01  0.14070290868217E+01  0.51914428229326E+00
  0.49000000000000E+00  0.48088209762362E+02  0.25564765302417E+02  0.11737476175361E+02  0.69878703242797E+01  0.45710992682733E+01  0.29639961367523E+01  0.20910839934410E+01  0.12438823322274E+01  0.45448848766937E+00
