# Direct absorption versus energy
# Photon energy (eV), Imaginary dielectric function along x,y,z,average
            0.100000  0.12566151402094E+02  0.14263803091846E+01  0.17731143179106E+01  0.52552153430631E+01
            0.110000  0.32271271020543E+01  0.84438982841831E+00  0.21758149950257E+01  0.20824439751661E+01
            0.120000  0.60591803711569E-01  0.95369171375421E-02  0.29299003040408E+00  0.12103958375106E+00
            0.130000  0.12274486775920E-02  0.88363682134510E-03  0.42363117343374E-03  0.84490555745696E-03
            0.140000  0.19383944371452E-02  0.11935120364183E-02  0.77302207450596E-03  0.13016428493565E-02
            0.150000  0.23393950505962E+00  0.53122602664927E-01  0.11526572617579E+00  0.13410927796678E+00
            0.160000  0.41914736602331E-01  0.61330159931235E-02  0.29215194422036E-01  0.25754315672497E-01
            0.170000  0.77264782840491E+00  0.28551095032041E+00  0.98734874187980E-01  0.38563121763777E+00
            0.180000  0.10829577115635E+01  0.10146919604380E+01  0.15301451076270E-01  0.70431704102595E+00
            0.190000  0.21304170323324E+02  0.13934885446334E+02  0.72230241711446E+00  0.11987119395591E+02
            0.200000  0.26334740198910E+01  0.40879911224757E+01  0.10885261497877E+01  0.26033304307182E+01
            0.210000  0.11121114612241E+00  0.45716455459755E-01  0.45773785755330E-02  0.53834993385900E-01
            0.220000  0.21091670215334E-03  0.77100157758333E-04  0.68099369651337E-05  0.98275598958936E-04
            0.230000  0.14031301172224E-03  0.82615581683559E-04  0.17997471369175E-03  0.13430110236585E-03
            0.240000  0.33323539539399E+00  0.19710418760434E+00  0.42976986927937E+00  0.32003648409257E+00
            0.250000  0.42988686626274E+00  0.16861752790350E+00  0.59832768900652E+00  0.39894402772425E+00
            0.260000  0.10553478190097E+02  0.65368814703640E+00  0.16476314703137E+02  0.92278270134234E+01
            0.270000  0.23168097929025E+00  0.14349617356897E-01  0.36170469239155E+00  0.20257842967957E+00
            0.280000  0.22905430304305E-01  0.11582253480767E-01  0.22070449930309E-01  0.18852711238460E-01
            0.290000  0.13146089944482E+01  0.66478467310279E+00  0.12666325199170E+01  0.10820087291560E+01
