energy epsilon1 epsilon2
0.1 21.51891394638978 16.006985421123
0.11 14.725663670348899 12.904252422905
0.12 12.077457464689841 9.6844595372778
0.13 10.997902716349602 7.9502284895083
0.14 10.627738639878853 6.2355373584457
0.15 10.363665371842602 5.9783842130108
0.16 10.032599539781108 4.9401568517635
0.17 10.05087142617403 4.1979716579148
0.18 9.910187613942705 4.1710461264182
0.19 9.777769326137017 3.2911234641723
0.2 9.852481302746826 2.9486877086988
0.21 10.021208761102137 2.4138536273263
0.22 10.061135784595328 2.6298114294494
0.23 9.969049712274725 2.1778555026358
0.24 10.10605136116356 1.7954479875999
0.25 10.158944637686806 1.9148491318238
0.26 10.101307580130307 1.6343741671196
0.27 10.174280283544023 1.3270714650361
0.28 10.28553145239178 1.2143179906683
0.29 10.341596140242183 1.1248854234798
0.3 10.437304548061778 0.89822543045901
0.31 10.551281212474644 0.88562762949625
0.32 10.605509036200818 0.83999175707284
0.33 10.649035718246479 0.76129371166815
0.34 10.740532652756118 0.62571306491547
0.35 10.80734233577062 0.69509171097493
0.36 10.837344940057703 0.60668122455544
0.37 10.878910622460982 0.59381794901559
0.38 10.913312204770879 0.52867489446837
0.39 10.96829188674531 0.47193594163362
0.4 11.037590795931944 0.43464729783397
0.41 11.092136651261296 0.45785732282742
0.42 11.11530629180856 0.46879367378315
0.43 11.130017122294364 0.45122436824228
0.44 11.156781571200083 0.41947823083168
0.45 11.177261926423853 0.43158269296023
0.46 11.181853010921795 0.41323419118413
0.47 11.19609820352831 0.37074283571738
0.48 11.23762486469517 0.32151443554769
0.49 11.267885025188985 0.35738507223823
0.5 11.281018640177804 0.33128529869754
0.51 11.293068462747884 0.33743447743231
0.52 11.309846608405566 0.29597568823968
0.53 11.325597719174688 0.30866878122146
0.54 11.33975419489588 0.26549944434396
0.55 11.370137797518845 0.24887230864063
0.56 11.40003477825475 0.24227321787662
0.57 11.419836043017787 0.25325178011507
0.58 11.427719272055661 0.24972470524691
0.59 11.446672007567606 0.21613938068051
0.6 11.475294934068899 0.21468683763126
0.61 11.498029630215603 0.21598160553841
0.62 11.510944161519435 0.22593466304774
0.63 11.527683899790798 0.20271570394866
0.64 11.550664906368558 0.20790775643411
0.65 11.574335295151965 0.20074052842744
0.66 11.589647606766288 0.22849551392395
0.67 11.596787847297033 0.22273340962782
0.68 11.602332487722023 0.23369072686147
0.69 11.60804060140214 0.21534638170583
0.7 11.633371965411111 0.19174456188713
0.71 11.654396214876629 0.21976266120494
0.72 11.666695501017387 0.21118974479553
0.73 11.693262176301749 0.20727725271629
0.74 11.711200504244228 0.24755203486016
0.75 11.71448873654256 0.26648079692947
0.76 11.683597477601149 0.3288600536549
0.77 11.661407874307345 0.24504297642655
0.78 11.693742494539379 0.21252974088445
0.79 11.715806873854765 0.24872381339653
0.8 11.73114846844115 0.23735533803539
0.81 11.709293096102773 0.3241282834509
0.82 11.697014295739686 0.21636991360641
0.83 11.721690154869796 0.24486876186207
0.84 11.715731083797293 0.2504923732346
0.85 11.723425592937293 0.2054964752015
0.86 11.751341601956549 0.19997986232066
0.87 11.762084756996563 0.2280381114575
0.88 11.76601882692703 0.21115143083557
0.89 11.769398669428087 0.22133657425005
0.9 11.780101176090698 0.18367143704803
0.91 11.806007670725156 0.18228927577093
0.92 11.826485209526703 0.18979264523891
0.93 11.837243610148608 0.2060017136622
0.94 11.833624444658616 0.21738324318258
0.95 11.842249767702235 0.17871646428085
0.96 11.861443469014793 0.18752284970156
0.97 11.877021149296286 0.17637709139334
0.98 11.895897849221692 0.17917505825693
0.99 11.911169798335356 0.18260404724808
1.0 11.925273150853442 0.18293694055092
1.01 11.94427283618189 0.17791175304612
1.02 11.960412897741689 0.19511432017547
1.03 11.96637760261434 0.20312689445869
1.04 11.977396906757857 0.19118520435672
1.05 11.991379367083635 0.19913323894917
1.06 12.004160716030896 0.19453111687769
1.07 12.015778579366907 0.20193973015609
1.08 12.028742721350739 0.19120879263655
1.09 12.04308996295744 0.19600720835567
1.1 12.061972998301576 0.17919245903214
1.11 12.085599877001854 0.18621967539557
1.12 12.105615677850064 0.18755765987667
1.13 12.127043273716861 0.18977588892996
1.14 12.145478774908325 0.19866653040546
1.15 12.169386318791615 0.18743143737385
1.16 12.198911005443726 0.20051412772792
1.17 12.223351498562389 0.21620886616037
1.18 12.232238703209372 0.24898965256459
1.19 12.243779724821303 0.22634175759605
1.2 12.269420264739143 0.23184233818229
1.21 12.301886198949651 0.22443736977256
1.22 12.338799800580011 0.24843122208984
1.23 12.353281357057401 0.29614828911995
1.24 12.359436716712977 0.29210189687839
1.25 12.389689489598465 0.27796250490091
1.26 12.412119221296964 0.32757143252244
1.27 12.425211218757976 0.31683042775634
1.28 12.455827680576236 0.3167385552125
1.29 12.499903810039863 0.31795626115981
1.3 12.54209452867942 0.36384938503995
1.31 12.551309574267275 0.42697325005882
1.32 12.570191867463537 0.39600850854718
1.33 12.609608808000381 0.43686621703571
1.34 12.632416285119639 0.47502375849013
1.35 12.652693369532345 0.49655358540915
1.36 12.679658406918156 0.51520402405168
1.37 12.720159959079504 0.52987767068385
1.38 12.751581304988866 0.59609915511422
1.39 12.784004715273191 0.60288698600805
1.4 12.836790336178307 0.65209107796179
1.41 12.860911812066826 0.7597883009845
1.42 12.86424933106972 0.80105454788649
1.43 12.890556888333903 0.82787891142485
1.44 12.932430509959428 0.88966654099732
1.45 12.957013400982888 0.9964000212822
1.46 12.959102272463538 1.0823065759671
1.47 12.979985789589907 1.1314731061692
1.48 12.97613825266601 1.3035850909821
