# Phonon-assisted absorption versus energy
# Photon energy (eV), Directionally-averaged imaginary dielectric function along x,y,z
  0.10000000000000E+00  0.18462606701519E+03  0.82582863447349E+02  0.31743967125913E+02  0.17120784528298E+02  0.10455928628245E+02  0.60831772322361E+01  0.34958769525899E+01  0.16766526105670E+01  0.63251998325982E+00
  0.11000000000000E+00  0.59658803292397E+02  0.34052557819504E+02  0.16910516991090E+02  0.10421064720477E+02  0.66238298010397E+01  0.36943399808197E+01  0.21627500825829E+01  0.11450949882657E+01  0.51732981804748E+00
  0.12000000000000E+00  0.34650721854037E+02  0.18681910154802E+02  0.93268654249198E+01  0.58582098247597E+01  0.35926393720545E+01  0.18012359914025E+01  0.10710224409811E+01  0.63196922441973E+00  0.33371433141840E+00
  0.13000000000000E+00  0.33534107517445E+02  0.19323103050171E+02  0.88479139671635E+01  0.50691461304348E+01  0.31020773733643E+01  0.16591962654088E+01  0.99528784275866E+00  0.57230682205120E+00  0.28051024497155E+00
  0.14000000000000E+00  0.26527047491416E+02  0.14546986661889E+02  0.67271013944016E+01  0.39161304984440E+01  0.24515785756656E+01  0.13728088635734E+01  0.84124112850727E+00  0.48695027314925E+00  0.22901368048595E+00
  0.15000000000000E+00  0.13156019595596E+02  0.84446801720463E+01  0.50552349306278E+01  0.35231488641114E+01  0.24706763880867E+01  0.14550808969980E+01  0.88650094305092E+00  0.49911884183093E+00  0.23114901018650E+00
  0.16000000000000E+00  0.14229873590689E+02  0.79826224318413E+01  0.44177839397885E+01  0.32341054419449E+01  0.23673165377873E+01  0.13472598291830E+01  0.80989379866139E+00  0.45881551519039E+00  0.21643376783624E+00
  0.17000000000000E+00  0.16429103344419E+02  0.97885828599202E+01  0.54545751009473E+01  0.38477130308915E+01  0.25901769080358E+01  0.13352128110545E+01  0.79765557681630E+00  0.46812267273759E+00  0.22919343801908E+00
  0.18000000000000E+00  0.24076595157618E+02  0.16788347475401E+02  0.96654201565891E+01  0.55154730629361E+01  0.27996940847255E+01  0.12124900121544E+01  0.71048132855499E+00  0.39899340290820E+00  0.18177132380469E+00
  0.19000000000000E+00  0.11186731219048E+03  0.52273961374122E+02  0.16657367192907E+02  0.64183360729419E+01  0.25029243085500E+01  0.97618799732508E+00  0.56505172251227E+00  0.31653759223827E+00  0.14327963429147E+00
  0.20000000000000E+00  0.63194545603199E+02  0.30046269040817E+02  0.11524905698648E+02  0.54279331228535E+01  0.25449690202880E+01  0.10998531547814E+01  0.60698955078289E+00  0.31888771981818E+00  0.14032113263318E+00
  0.21000000000000E+00  0.94933368243190E+01  0.59150558151548E+01  0.38562906452349E+01  0.28252164271047E+01  0.18257514415965E+01  0.91273465921391E+00  0.52840991275734E+00  0.29372034175618E+00  0.13404287450922E+00
  0.22000000000000E+00  0.34109681616926E+01  0.26700993614276E+01  0.21856407999983E+01  0.19217336349704E+01  0.15608773412980E+01  0.91976698195859E+00  0.52048880360494E+00  0.27392511412081E+00  0.11603775036317E+00
  0.23000000000000E+00  0.30608709944888E+01  0.24937659716022E+01  0.21413338711021E+01  0.18753069003325E+01  0.15087086838144E+01  0.90399963012080E+00  0.53283386235190E+00  0.28707320849035E+00  0.12302279108604E+00
  0.24000000000000E+00  0.10818252467066E+02  0.66539401273643E+01  0.40954588803175E+01  0.29059797089713E+01  0.19115923130171E+01  0.91836048693669E+00  0.48715926296366E+00  0.25174122033976E+00  0.10480533878720E+00
  0.25000000000000E+00  0.28555683003543E+02  0.15525464324682E+02  0.82124342468312E+01  0.48414105802590E+01  0.25807849098161E+01  0.10322246812291E+01  0.51491075379273E+00  0.25888159157675E+00  0.10801617579256E+00
  0.26000000000000E+00  0.18834158997055E+03  0.68682293831304E+02  0.17628636398368E+02  0.64530472137350E+01  0.25996784469708E+01  0.92269165970636E+00  0.46022549023660E+00  0.23864706085244E+00  0.11025552771290E+00
  0.27000000000000E+00  0.51956926359979E+02  0.28938302124424E+02  0.12984874069781E+02  0.63120863591405E+01  0.27752954136092E+01  0.96863840183686E+00  0.46545930269759E+00  0.22543012158925E+00  0.92709085833894E-01
  0.28000000000000E+00  0.58893006304178E+02  0.27894326990827E+02  0.10296786969174E+02  0.50218368742490E+01  0.23451918679103E+01  0.80231924164565E+00  0.37324492295788E+00  0.18365024012698E+00  0.80177923283446E-01
  0.29000000000000E+00  0.31815304906120E+02  0.17477133937581E+02  0.82020728609576E+01  0.43436111751931E+01  0.20836235757995E+01  0.76860794693954E+00  0.36405384465061E+00  0.17701627661531E+00  0.72226529849508E-01
  0.30000000000000E+00  0.20822285069588E+02  0.13728072819232E+02  0.63836458464077E+01  0.33885008823193E+01  0.18418158118697E+01  0.73316370103010E+00  0.33686669941629E+00  0.16183230052071E+00  0.66278529950045E-01
  0.31000000000000E+00  0.63208974848130E+01  0.50917876013516E+01  0.38207511846723E+01  0.29044133554730E+01  0.18835948278505E+01  0.80656568851344E+00  0.37551451139734E+00  0.17924094590938E+00  0.73955103426307E-01
  0.32000000000000E+00  0.82365320393078E+01  0.55194171823782E+01  0.34235969083019E+01  0.23635050425554E+01  0.15022206377924E+01  0.65153528065739E+00  0.31378999864187E+00  0.15534167959795E+00  0.66418925143476E-01
  0.33000000000000E+00  0.16248837028926E+02  0.10140951597916E+02  0.55214381703925E+01  0.33105180130837E+01  0.17881650414310E+01  0.69503669607929E+00  0.32878855018002E+00  0.16387561311699E+00  0.74003012662917E-01
  0.34000000000000E+00  0.12015466998084E+03  0.48858279843021E+02  0.15425337347874E+02  0.62745504481312E+01  0.24324007228617E+01  0.70939649649861E+00  0.30177998069815E+00  0.14492248483980E+00  0.64152925270859E-01
  0.35000000000000E+00  0.80378920723320E+02  0.34354969872582E+02  0.10511909100887E+02  0.41166568259109E+01  0.16460620014879E+01  0.52791501245425E+00  0.24294573645560E+00  0.12295696146709E+00  0.54971735713346E-01
  0.36000000000000E+00  0.96084512052111E+01  0.73614664262826E+01  0.51235344700166E+01  0.33177382825591E+01  0.17210113572965E+01  0.58043159065239E+00  0.25516188159931E+00  0.12381020668012E+00  0.54836362571505E-01
  0.37000000000000E+00  0.52284637412108E+02  0.23262909867005E+02  0.76589992232345E+01  0.34413449483809E+01  0.16056205347468E+01  0.55371503630494E+00  0.24280619426993E+00  0.11697415104560E+00  0.51649891755174E-01
  0.38000000000000E+00  0.30903537988431E+02  0.15284178287670E+02  0.60141359515366E+01  0.30701219736514E+01  0.15227008992159E+01  0.54567365214492E+00  0.24493091373751E+00  0.11717098024044E+00  0.49106766906990E-01
  0.39000000000000E+00  0.10221245299724E+02  0.83650502447015E+01  0.52061154239319E+01  0.29926775338537E+01  0.15083458266135E+01  0.54274008645672E+00  0.24960846700620E+00  0.12244685664593E+00  0.53574196817781E-01
  0.40000000000000E+00  0.29151859395415E+02  0.16846712816399E+02  0.61832441777131E+01  0.27648923099234E+01  0.12831090401078E+01  0.48561030458895E+00  0.22870069007844E+00  0.11133665042010E+00  0.47973300582784E-01
  0.41000000000000E+00  0.24694522488191E+02  0.12812643358131E+02  0.44958520983880E+01  0.19236775894770E+01  0.91054029700107E+00  0.38764680495810E+00  0.19887925154638E+00  0.10204418588975E+00  0.45249718578966E-01
