# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      27     0.13033     0.18862     0.18220   -3.562850503   -6.835869333   -3.273018830
     1      27     0.13468     0.19491     0.18827   -3.568605254   -6.843320035   -3.274714781
     1      27     0.13902     0.20119     0.19434   -3.574310232   -6.849730007   -3.275419774
     1      27     0.14337     0.20748     0.20042   -3.579225471   -6.854923733   -3.275698262
     1      27     0.14771     0.21377     0.20649   -3.585991200   -6.861650982   -3.275659782
     1      27     0.15206     0.22006     0.21256   -3.592527984   -6.867928532   -3.275400548
     1      27     0.15640     0.22634     0.21863   -3.599799767   -6.875155865   -3.275356098
     1      27     0.16074     0.23263     0.22471   -3.606026503   -6.882981777   -3.276955274
     1      27     0.16509     0.23892     0.23078   -3.612711125   -6.894398655   -3.281687530
     1      27     0.16943     0.24521     0.23685   -3.618114477   -6.906410209   -3.288295732
     1      27     0.17378     0.25149     0.24293   -3.621386833   -6.912521822   -3.291134990
     1      27     0.17812     0.25778     0.24900   -3.621551853   -6.912416436   -3.290864582
     1      27     0.18247     0.26407     0.25507   -3.619232860   -6.910523048   -3.291290188
     1      27     0.18681     0.27036     0.26115   -3.615963137   -6.907229530   -3.291266393
     1      27     0.19116     0.27664     0.26722   -3.612554573   -6.901876891   -3.289322318
     1      27     0.19550     0.28293     0.27329   -3.608328238   -6.895469156   -3.287140918
     1      27     0.19984     0.28922     0.27937   -3.605084894   -6.892250015   -3.287165121
     1      27     0.20419     0.29551     0.28544   -3.601904374   -6.890547871   -3.288643497
     1      27     0.20853     0.30179     0.29151   -3.600590112   -6.890626918   -3.290036806
     1      27     0.21288     0.30808     0.29759   -3.599855753   -6.890702689   -3.290846936
     1      27     0.21722     0.31437     0.30366   -3.599519276   -6.890628743   -3.291109467
     1      28     0.21722     0.08214     0.15183   -3.229064549   -6.418275353   -3.189210804
     1      28     0.21288     0.08049     0.14879   -3.229051494   -6.417904938   -3.188853444
     1      28     0.20853     0.07885     0.14576   -3.229915492   -6.417624641   -3.187709150
     1      28     0.20419     0.07721     0.14272   -3.229940059   -6.415944512   -3.186004454
     1      28     0.19984     0.07556     0.13968   -3.230201755   -6.414275550   -3.184073795
     1      28     0.19550     0.07392     0.13665   -3.230248332   -6.412507111   -3.182258779
     1      28     0.19116     0.07228     0.13361   -3.230284781   -6.410806045   -3.180521264
     1      28     0.18681     0.07064     0.13057   -3.230246113   -6.409443063   -3.179196950
     1      28     0.18247     0.06899     0.12754   -3.228797700   -6.406978830   -3.178181130
     1      28     0.17812     0.06735     0.12450   -3.228487923   -6.406183943   -3.177696020
     1      28     0.17378     0.06571     0.12146   -3.227150397   -6.404566572   -3.177416175
     1      28     0.16943     0.06407     0.11843   -3.225774183   -6.402892097   -3.177117914
     1      28     0.16509     0.06242     0.11539   -3.224102425   -6.401019876   -3.176917451
     1      28     0.16074     0.06078     0.11235   -3.221895059   -6.398689441   -3.176794382
     1      28     0.15640     0.05914     0.10932   -3.219721869   -6.396473313   -3.176751444
     1      28     0.15206     0.05749     0.10628   -3.217346009   -6.394100277   -3.176754268
     1      28     0.14771     0.05585     0.10324   -3.214249054   -6.391017198   -3.176768145
     1      28     0.14337     0.05421     0.10021   -3.211678818   -6.388450913   -3.176772095
     1      28     0.13902     0.05257     0.09717   -3.208440458   -6.385186469   -3.176746011
     1      28     0.13468     0.05092     0.09413   -3.204800472   -6.381394721   -3.176594249
     1      28     0.13033     0.04928     0.09110   -3.200778394   -6.376574863   -3.175796468
     1      28     0.12599     0.04764     0.08806   -3.196599020   -6.370446078   -3.173847058
     1      28     0.12164     0.04600     0.08502   -3.192525260   -6.363445246   -3.170919986
     1      28     0.11730     0.04435     0.08199   -3.188016814   -6.355418275   -3.167401461
     1      28     0.11296     0.04271     0.07895   -3.183634903   -6.347277529   -3.163642626
     1      28     0.10861     0.04107     0.07591   -3.179140638   -6.339062007   -3.159921369
     1      28     0.10427     0.03942     0.07288   -3.174306416   -6.330692649   -3.156386233
     1      28     0.09992     0.03778     0.06984   -3.169418803   -6.322594015   -3.153175213
     1      28     0.09558     0.03614     0.06681   -3.164767619   -6.315248091   -3.150480472
     1      28     0.09123     0.03450     0.06377   -3.160799098   -6.309333890   -3.148534792
     1      28     0.08689     0.03285     0.06073   -3.156189043   -6.303678684   -3.147489641
     1      28     0.08254     0.03121     0.05770   -3.150948861   -6.298217570   -3.147268709
     1      28     0.07820     0.02957     0.05466   -3.146374229   -6.293780238   -3.147406010
     1      28     0.07386     0.02793     0.05162   -3.141446983   -6.288942655   -3.147495673
     1      28     0.06951     0.02628     0.04859   -3.136471088   -6.283947429   -3.147476341
     1      28     0.06517     0.02464     0.04555   -3.131960595   -6.279275657   -3.147315062
     1      28     0.06082     0.02300     0.04251   -3.127382361   -6.274172004   -3.146789643
     1      28     0.05648     0.02136     0.03948   -3.122761452   -6.268095566   -3.145334114
     1      28     0.05213     0.01971     0.03644   -3.119512260   -6.262331766   -3.142819506
     1      28     0.04779     0.01807     0.03340   -3.116524759   -6.256238375   -3.139713616
     1      28     0.04344     0.01643     0.03037   -3.113102807   -6.249565621   -3.136462813
     1      28     0.03910     0.01478     0.02733   -3.110352322   -6.243800414   -3.133448092
     1      28     0.03476     0.01314     0.02429   -3.107729681   -6.238639503   -3.130909822
     1      28     0.03041     0.01150     0.02126   -3.105569075   -6.234515831   -3.128946756
     1      28     0.02607     0.00986     0.01822   -3.103836758   -6.231481287   -3.127644529
     1      28     0.02172     0.00821     0.01518   -3.101095840   -6.228131161   -3.127035321
     1      28     0.01738     0.00657     0.01215   -3.099840122   -6.226887829   -3.127047706
     1      28     0.01303     0.00493     0.00911   -3.098775839   -6.226234682   -3.127458844
     1      28     0.00869     0.00329     0.00607   -3.097446311   -6.225373954   -3.127927643
     1      28     0.00434     0.00164     0.00304   -3.095451278   -6.223685187   -3.128233909
     1      28     0.00000     0.00000     0.00000   -3.094615578   -6.222947447   -3.128331869
     1      28     0.00434     0.00629     0.00607   -3.097035109   -6.225041374   -3.128006266
     1      28     0.00869     0.01257     0.01215   -3.099603307   -6.226619041   -3.127015735
     1      28     0.01303     0.01886     0.01822   -3.102623689   -6.228291714   -3.125668025
     1      28     0.01738     0.02515     0.02429   -3.106266104   -6.231808241   -3.125542137
     1      28     0.02172     0.03144     0.03037   -3.109596258   -6.238803922   -3.129207664
     1      28     0.02607     0.03772     0.03644   -3.114843037   -6.251492617   -3.136649580
     1      28     0.03041     0.04401     0.04251   -3.121111945   -6.262902272   -3.141790327
     1      28     0.03476     0.05030     0.04859   -3.128721909   -6.271234608   -3.142512700
     1      28     0.03910     0.05659     0.05466   -3.136586883   -6.278994186   -3.142407303
     1      28     0.04344     0.06287     0.06073   -3.145727575   -6.288198922   -3.142471347
     1      28     0.04779     0.06916     0.06681   -3.155483019   -6.302546373   -3.147063354
     1      28     0.05213     0.07545     0.07288   -3.165675761   -6.321316938   -3.155641176
     1      28     0.05648     0.08174     0.07895   -3.176352161   -6.339464438   -3.163112277
     1      28     0.06082     0.08802     0.08502   -3.187039570   -6.354128054   -3.167088483
     1      28     0.06517     0.09431     0.09110   -3.197066174   -6.365539245   -3.168473071
     1      28     0.06951     0.10060     0.09717   -3.209043624   -6.377955125   -3.168911500
     1      28     0.07386     0.10688     0.10324   -3.220805122   -6.389774686   -3.168969563
     1      28     0.07820     0.11317     0.10932   -3.232111814   -6.400830558   -3.168718744
     1      28     0.08254     0.11946     0.11539   -3.244242239   -6.412529825   -3.168287586
     1      28     0.08689     0.12575     0.12146   -3.255149951   -6.423818117   -3.168668166
     1      28     0.09123     0.13203     0.12754   -3.265795087   -6.437369542   -3.171574455
     1      28     0.09558     0.13832     0.13361   -3.274819495   -6.452710646   -3.177891150
     1      28     0.09992     0.14461     0.13968   -3.284323061   -6.468986642   -3.184663581
     1      28     0.10427     0.15090     0.14576   -3.292317047   -6.479187192   -3.186870146
     1      28     0.10861     0.15718     0.15183   -3.301363978   -6.488217864   -3.186853886
     1      28     0.11296     0.16347     0.15790   -3.307888480   -6.494692648   -3.186804167
     1      28     0.11730     0.16976     0.16398   -3.313179556   -6.500173499   -3.186993943
     1      28     0.12164     0.17605     0.17005   -3.317561849   -6.504839176   -3.187277327
     1      28     0.12599     0.18233     0.17612   -3.320961603   -6.507909764   -3.186948161
     1      28     0.13033     0.18862     0.18220   -3.322318592   -6.508550502   -3.186231910
     1      28     0.13468     0.19491     0.18827   -3.322041507   -6.507671780   -3.185630273
     1      28     0.13902     0.20119     0.19434   -3.319170586   -6.504482383   -3.185311797
     1      28     0.14337     0.20748     0.20042   -3.314701424   -6.499875334   -3.185173910
     1      28     0.14771     0.21377     0.20649   -3.309609351   -6.494800527   -3.185191176
     1      28     0.15206     0.22006     0.21256   -3.302466587   -6.487739548   -3.185272961
     1      28     0.15640     0.22634     0.21863   -3.295349358   -6.480210303   -3.184860944
     1      28     0.16074     0.23263     0.22471   -3.285781396   -6.467677379   -3.181895983
     1      28     0.16509     0.23892     0.23078   -3.275751094   -6.450068770   -3.174317676
     1      28     0.16943     0.24521     0.23685   -3.264433232   -6.427853995   -3.163420763
     1      28     0.17378     0.25149     0.24293   -3.252755627   -6.408708337   -3.155952711
     1      28     0.17812     0.25778     0.24900   -3.240423273   -6.395526528   -3.155103255
     1      28     0.18247     0.26407     0.25507   -3.227023747   -6.382342175   -3.155318428
     1      28     0.18681     0.27036     0.26115   -3.213798712   -6.368909835   -3.155111123
     1      28     0.19116     0.27664     0.26722   -3.201366563   -6.352542345   -3.151175783
     1      28     0.19550     0.28293     0.27329   -3.188960791   -6.337524967   -3.148564176
     1      28     0.19984     0.28922     0.27937   -3.178604367   -6.335780299   -3.157175932
     1      28     0.20419     0.29551     0.28544   -3.170640770   -6.343505985   -3.172865216
     1      28     0.20853     0.30179     0.29151   -3.166694929   -6.350241799   -3.183546870
     1      28     0.21288     0.30808     0.29759   -3.164485226   -6.351872596   -3.187387370
     1      28     0.21722     0.31437     0.30366   -3.164050050   -6.352340884   -3.188290834
     1      29     0.21722     0.08214     0.15183   -3.188316295   -6.290862650   -3.102546355
     1      29     0.21288     0.08049     0.14879   -3.187693657   -6.290638803   -3.102945147
     1      29     0.20853     0.07885     0.14576   -3.188084814   -6.292296780   -3.104211966
     1      29     0.20419     0.07721     0.14272   -3.185767379   -6.291675597   -3.105908218
     1      29     0.19984     0.07556     0.13968   -3.182724819   -6.290063196   -3.107338377
     1      29     0.19550     0.07392     0.13665   -3.178766705   -6.286848351   -3.108081647
     1      29     0.19116     0.07228     0.13361   -3.175046389   -6.283445980   -3.108399591
     1      29     0.18681     0.07064     0.13057   -3.171567039   -6.279682369   -3.108115330
     1      29     0.18247     0.06899     0.12754   -3.166887630   -6.274343818   -3.107456189
     1      29     0.17812     0.06735     0.12450   -3.162256521   -6.268565526   -3.106309006
     1      29     0.17378     0.06571     0.12146   -3.156883489   -6.261927996   -3.105044507
     1      29     0.16943     0.06407     0.11843   -3.152205941   -6.256230049   -3.104024108
     1      29     0.16509     0.06242     0.11539   -3.147114882   -6.250336138   -3.103221256
     1      29     0.16074     0.06078     0.11235   -3.142119898   -6.244896944   -3.102777046
     1      29     0.15640     0.05914     0.10932   -3.137281797   -6.240031112   -3.102749316
     1      29     0.15206     0.05749     0.10628   -3.132930148   -6.235864402   -3.102934253
     1      29     0.14771     0.05585     0.10324   -3.127914734   -6.230991005   -3.103076271
     1      29     0.14337     0.05421     0.10021   -3.123625371   -6.226719580   -3.103094209
     1      29     0.13902     0.05257     0.09717   -3.119114664   -6.222119070   -3.103004406
     1      29     0.13468     0.05092     0.09413   -3.114296758   -6.217073028   -3.102776270
     1      29     0.13033     0.04928     0.09110   -3.109764801   -6.212115428   -3.102350627
     1      29     0.12599     0.04764     0.08806   -3.105367036   -6.207208239   -3.101841203
     1      29     0.12164     0.04600     0.08502   -3.101317539   -6.202721515   -3.101403977
     1      29     0.11730     0.04435     0.08199   -3.096899536   -6.198080065   -3.101180529
     1      29     0.11296     0.04271     0.07895   -3.093188951   -6.194529437   -3.101340486
     1      29     0.10861     0.04107     0.07591   -3.089038562   -6.190857089   -3.101818527
     1      29     0.10427     0.03942     0.07288   -3.085053275   -6.187675795   -3.102622520
     1      29     0.09992     0.03778     0.06984   -3.081257915   -6.184964787   -3.103706871
     1      29     0.09558     0.03614     0.06681   -3.077783316   -6.182745996   -3.104962680
     1      29     0.09123     0.03450     0.06377   -3.075245890   -6.181428555   -3.106182664
     1      29     0.08689     0.03285     0.06073   -3.072475984   -6.179590421   -3.107114437
     1      29     0.08254     0.03121     0.05770   -3.069459451   -6.177082339   -3.107622888
     1      29     0.07820     0.02957     0.05466   -3.066772378   -6.174585095   -3.107812716
     1      29     0.07386     0.02793     0.05162   -3.062757905   -6.170643161   -3.107885257
     1      29     0.06951     0.02628     0.04859   -3.060357349   -6.168227085   -3.107869737
     1      29     0.06517     0.02464     0.04555   -3.057542393   -6.165312884   -3.107770492
     1      29     0.06082     0.02300     0.04251   -3.055729729   -6.163293274   -3.107563545
     1      29     0.05648     0.02136     0.03948   -3.052617246   -6.159829149   -3.107211902
     1      29     0.05213     0.01971     0.03644   -3.050202349   -6.157009025   -3.106806676
     1      29     0.04779     0.01807     0.03340   -3.048936630   -6.155420605   -3.106483975
     1      29     0.04344     0.01643     0.03037   -3.047264792   -6.153610081   -3.106345289
     1      29     0.03910     0.01478     0.02733   -3.045377452   -6.151825658   -3.106448206
     1      29     0.03476     0.01314     0.02429   -3.044448708   -6.151224945   -3.106776237
     1      29     0.03041     0.01150     0.02126   -3.042582319   -6.149919310   -3.107336991
     1      29     0.02607     0.00986     0.01822   -3.041586909   -6.149675419   -3.108088510
     1      29     0.02172     0.00821     0.01518   -3.039821948   -6.148811476   -3.108989529
     1      29     0.01738     0.00657     0.01215   -3.038322612   -6.148124426   -3.109801814
     1      29     0.01303     0.00493     0.00911   -3.037920727   -6.148356047   -3.110435320
     1      29     0.00869     0.00329     0.00607   -3.037221864   -6.148177894   -3.110956029
     1      29     0.00434     0.00164     0.00304   -3.035348122   -6.146903379   -3.111555257
     1      29     0.00000     0.00000     0.00000   -3.034614719   -6.145527441   -3.110912722
     1      29     0.00434     0.00629     0.00607   -3.037168861   -6.148048927   -3.110880066
     1      29     0.00869     0.01257     0.01215   -3.037766728   -6.148369937   -3.110603209
     1      29     0.01303     0.01886     0.01822   -3.039520793   -6.149667374   -3.110146581
     1      29     0.01738     0.02515     0.02429   -3.039607186   -6.147858833   -3.108251647
     1      29     0.02172     0.03144     0.03037   -3.040445408   -6.146073743   -3.105628336
     1      29     0.02607     0.03772     0.03644   -3.041486503   -6.144769495   -3.103282993
     1      29     0.03041     0.04401     0.04251   -3.041777861   -6.144354268   -3.102576407
     1      29     0.03476     0.05030     0.04859   -3.042785459   -6.145510877   -3.102725418
     1      29     0.03910     0.05659     0.05466   -3.043448963   -6.146238225   -3.102789262
     1      29     0.04344     0.06287     0.06073   -3.044313448   -6.146752426   -3.102438979
     1      29     0.04779     0.06916     0.06681   -3.044499718   -6.145098963   -3.100599245
     1      29     0.05213     0.07545     0.07288   -3.045186820   -6.143622244   -3.098435424
     1      29     0.05648     0.08174     0.07895   -3.045653267   -6.142949733   -3.097296466
     1      29     0.06082     0.08802     0.08502   -3.045911357   -6.142928258   -3.097016902
     1      29     0.06517     0.09431     0.09110   -3.046189817   -6.143340788   -3.097150971
     1      29     0.06951     0.10060     0.09717   -3.046213144   -6.143467743   -3.097254599
     1      29     0.07386     0.10688     0.10324   -3.046098035   -6.143366895   -3.097268860
     1      29     0.07820     0.11317     0.10932   -3.045508982   -6.142717335   -3.097208353
     1      29     0.08254     0.11946     0.11539   -3.044495026   -6.141468571   -3.096973545
     1      29     0.08689     0.12575     0.12146   -3.042312148   -6.138360363   -3.096048215
     1      29     0.09123     0.13203     0.12754   -3.040504670   -6.134098546   -3.093593876
     1      29     0.09558     0.13832     0.13361   -3.038067037   -6.128139660   -3.090072623
     1      29     0.09992     0.14461     0.13968   -3.036449961   -6.124142780   -3.087692819
     1      29     0.10427     0.15090     0.14576   -3.034346788   -6.122339575   -3.087992787
     1      29     0.10861     0.15718     0.15183   -3.034702972   -6.123771957   -3.089068985
     1      29     0.11296     0.16347     0.15790   -3.035477912   -6.124938637   -3.089460725
     1      29     0.11730     0.16976     0.16398   -3.038621260   -6.129684026   -3.091062766
     1      29     0.12164     0.17605     0.17005   -3.043080933   -6.142352033   -3.099271101
     1      29     0.12599     0.18233     0.17612   -3.047974090   -6.158626820   -3.110652730
     1      29     0.13033     0.18862     0.18220   -3.053519681   -6.172189773   -3.118670091
     1      29     0.13468     0.19491     0.18827   -3.059404865   -6.181451878   -3.122047014
     1      29     0.13902     0.20119     0.19434   -3.065175357   -6.188142954   -3.122967597
     1      29     0.14337     0.20748     0.20042   -3.070963310   -6.194188688   -3.123225378
     1      29     0.14771     0.21377     0.20649   -3.079039835   -6.202244725   -3.123204889
     1      29     0.15206     0.22006     0.21256   -3.085611549   -6.208644999   -3.123033450
     1      29     0.15640     0.22634     0.21863   -3.092590851   -6.215723393   -3.123132541
     1      29     0.16074     0.23263     0.22471   -3.098938276   -6.223965757   -3.125027482
     1      29     0.16509     0.23892     0.23078   -3.105432780   -6.235787826   -3.130355046
     1      29     0.16943     0.24521     0.23685   -3.111531504   -6.249946548   -3.138415044
     1      29     0.17378     0.25149     0.24293   -3.117371024   -6.261662162   -3.144291138
     1      29     0.17812     0.25778     0.24900   -3.122450860   -6.267641297   -3.145190437
     1      29     0.18247     0.26407     0.25507   -3.127655180   -6.272843252   -3.145188072
     1      29     0.18681     0.27036     0.26115   -3.131178766   -6.276476291   -3.145297525
     1      29     0.19116     0.27664     0.26722   -3.134564586   -6.281380165   -3.146815579
     1      29     0.19550     0.28293     0.27329   -3.136086528   -6.282433742   -3.146347214
     1      29     0.19984     0.28922     0.27937   -3.135889567   -6.273979752   -3.138090185
     1      29     0.20419     0.29551     0.28544   -3.131500654   -6.257884456   -3.126383802
     1      29     0.20853     0.30179     0.29151   -3.125676860   -6.248871645   -3.123194785
     1      29     0.21288     0.30808     0.29759   -3.117840817   -6.247355235   -3.129514418
     1      29     0.21722     0.31437     0.30366   -3.114312129   -6.249805896   -3.135493767
     1      30     0.21722     0.08214     0.15183   -2.999554657   -6.106765505   -3.107210848
     1      30     0.21288     0.08049     0.14879   -2.998949904   -6.106142240   -3.107192337
     1      30     0.20853     0.07885     0.14576   -2.999562144   -6.106692484   -3.107130340
     1      30     0.20419     0.07721     0.14272   -2.998742888   -6.105706672   -3.106963784
     1      30     0.19984     0.07556     0.13968   -2.998601757   -6.105270287   -3.106668530
     1      30     0.19550     0.07392     0.13665   -2.998557415   -6.104811439   -3.106254025
     1      30     0.19116     0.07228     0.13361   -2.999241886   -6.105060490   -3.105818604
     1      30     0.18681     0.07064     0.13057   -2.999736245   -6.105184455   -3.105448210
     1      30     0.18247     0.06899     0.12754   -2.999630458   -6.104796913   -3.105166455
     1      30     0.17812     0.06735     0.12450   -3.000443072   -6.105439092   -3.104996020
     1      30     0.17378     0.06571     0.12146   -3.001657079   -6.106621457   -3.104964378
     1      30     0.16943     0.06407     0.11843   -3.002261011   -6.107325564   -3.105064553
     1      30     0.16509     0.06242     0.11539   -3.002750114   -6.107999168   -3.105249055
     1      30     0.16074     0.06078     0.11235   -3.003761333   -6.109287498   -3.105526165
     1      30     0.15640     0.05914     0.10932   -3.004546567   -6.110298353   -3.105751786
     1      30     0.15206     0.05749     0.10628   -3.005119480   -6.111008371   -3.105888891
     1      30     0.14771     0.05585     0.10324   -3.005693977   -6.111653637   -3.105959660
     1      30     0.14337     0.05421     0.10021   -3.007574647   -6.113540217   -3.105965570
     1      30     0.13902     0.05257     0.09717   -3.008253935   -6.114156655   -3.105902720
     1      30     0.13468     0.05092     0.09413   -3.009210611   -6.114966629   -3.105756018
     1      30     0.13033     0.04928     0.09110   -3.010089437   -6.115537378   -3.105447942
     1      30     0.12599     0.04764     0.08806   -3.011189516   -6.116190210   -3.105000694
     1      30     0.12164     0.04600     0.08502   -3.011955477   -6.116452100   -3.104496623
     1      30     0.11730     0.04435     0.08199   -3.012634809   -6.116733216   -3.104098408
     1      30     0.11296     0.04271     0.07895   -3.013808393   -6.117709437   -3.103901044
     1      30     0.10861     0.04107     0.07591   -3.014805252   -6.118733572   -3.103928321
     1      30     0.10427     0.03942     0.07288   -3.016072658   -6.120285737   -3.104213079
     1      30     0.09992     0.03778     0.06984   -3.017001344   -6.121751453   -3.104750109
     1      30     0.09558     0.03614     0.06681   -3.017862448   -6.123362475   -3.105500027
     1      30     0.09123     0.03450     0.06377   -3.019993786   -6.126335523   -3.106341737
     1      30     0.08689     0.03285     0.06073   -3.021069244   -6.128167140   -3.107097896
     1      30     0.08254     0.03121     0.05770   -3.022642691   -6.130177418   -3.107534728
     1      30     0.07820     0.02957     0.05466   -3.024063534   -6.131792756   -3.107729221
     1      30     0.07386     0.02793     0.05162   -3.024527529   -6.132334639   -3.107807110
     1      30     0.06951     0.02628     0.04859   -3.026121556   -6.133909472   -3.107787916
     1      30     0.06517     0.02464     0.04555   -3.027306990   -6.134970029   -3.107663039
     1      30     0.06082     0.02300     0.04251   -3.028537925   -6.135961212   -3.107423288
     1      30     0.05648     0.02136     0.03948   -3.029207034   -6.136276490   -3.107069456
     1      30     0.05213     0.01971     0.03644   -3.030100304   -6.136783958   -3.106683654
     1      30     0.04779     0.01807     0.03340   -3.031503738   -6.137895562   -3.106391824
     1      30     0.04344     0.01643     0.03037   -3.032370283   -6.138670796   -3.106300513
     1      30     0.03910     0.01478     0.02733   -3.033136203   -6.139620388   -3.106484185
     1      30     0.03476     0.01314     0.02429   -3.034811708   -6.141713903   -3.106902195
     1      30     0.03041     0.01150     0.02126   -3.036076017   -6.143638445   -3.107562428
     1      30     0.02607     0.00986     0.01822   -3.037005210   -6.145458017   -3.108452806
     1      30     0.02172     0.00821     0.01518   -3.036306259   -6.145738623   -3.109432364
     1      30     0.01738     0.00657     0.01215   -3.036140586   -6.146546006   -3.110405420
     1      30     0.01303     0.00493     0.00911   -3.036826952   -6.147933715   -3.111106763
     1      30     0.00869     0.00329     0.00607   -3.036657224   -6.147918114   -3.111260891
     1      30     0.00434     0.00164     0.00304   -3.035039994   -6.145934533   -3.110894539
     1      30     0.00000     0.00000     0.00000   -3.034397340   -6.146018646   -3.111621306
     1      30     0.00434     0.00629     0.00607   -3.036700947   -6.148188834   -3.111487887
     1      30     0.00869     0.01257     0.01215   -3.037193621   -6.148392501   -3.111198880
     1      30     0.01303     0.01886     0.01822   -3.037993660   -6.148103512   -3.110109853
     1      30     0.01738     0.02515     0.02429   -3.036944199   -6.145312736   -3.108368537
     1      30     0.02172     0.03144     0.03037   -3.034904299   -6.140552359   -3.105648060
     1      30     0.02607     0.03772     0.03644   -3.034187155   -6.137488443   -3.103301288
     1      30     0.03041     0.04401     0.04251   -3.032831096   -6.135444383   -3.102613288
     1      30     0.03476     0.05030     0.04859   -3.031262214   -6.134025942   -3.102763728
     1      30     0.03910     0.05659     0.05466   -3.029412771   -6.132130006   -3.102717236
     1      30     0.04344     0.06287     0.06073   -3.027513901   -6.129748395   -3.102234494
     1      30     0.04779     0.06916     0.06681   -3.024932802   -6.126012795   -3.101079994
     1      30     0.05213     0.07545     0.07288   -3.023473731   -6.124300429   -3.100826698
     1      30     0.05648     0.08174     0.07895   -3.021977463   -6.123742763   -3.101765300
     1      30     0.06082     0.08802     0.08502   -3.019935106   -6.122863976   -3.102928869
     1      30     0.06517     0.09431     0.09110   -3.017783977   -6.121551164   -3.103767186
     1      30     0.06951     0.10060     0.09717   -3.016085940   -6.120261352   -3.104175411
     1      30     0.07386     0.10688     0.10324   -3.016006490   -6.120236454   -3.104229964
     1      30     0.07820     0.11317     0.10932   -3.015234195   -6.119122996   -3.103888801
     1      30     0.08254     0.11946     0.11539   -3.015541076   -6.118581604   -3.103040528
     1      30     0.08689     0.12575     0.12146   -3.015285950   -6.116238846   -3.100952896
     1      30     0.09123     0.13203     0.12754   -3.015471560   -6.112781607   -3.097310047
     1      30     0.09558     0.13832     0.13361   -3.014795696   -6.107572461   -3.092776765
     1      30     0.09992     0.14461     0.13968   -3.014808938   -6.104150409   -3.089341472
     1      30     0.10427     0.15090     0.14576   -3.013408648   -6.101176933   -3.087768286
     1      30     0.10861     0.15718     0.15183   -3.012924605   -6.099384632   -3.086460027
     1      30     0.11296     0.16347     0.15790   -3.010823713   -6.096156384   -3.085332671
     1      30     0.11730     0.16976     0.16398   -3.006883401   -6.088746200   -3.081862799
     1      30     0.12164     0.17605     0.17005   -3.003272394   -6.074095468   -3.070823074
     1      30     0.12599     0.18233     0.17612   -2.998514059   -6.056939984   -3.058425925
     1      30     0.13033     0.18862     0.18220   -2.992536401   -6.043497855   -3.050961454
     1      30     0.13468     0.19491     0.18827   -2.985732512   -6.034069446   -3.048336934
     1      30     0.13902     0.20119     0.19434   -2.977770770   -6.025593443   -3.047822673
     1      30     0.14337     0.20748     0.20042   -2.969255486   -6.016947736   -3.047692250
     1      30     0.14771     0.21377     0.20649   -2.961765271   -6.009464898   -3.047699627
     1      30     0.15206     0.22006     0.21256   -2.953854185   -6.001971092   -3.048116907
     1      30     0.15640     0.22634     0.21863   -2.950614218   -6.001901579   -3.051287361
     1      30     0.16074     0.23263     0.22471   -2.954262880   -6.010346008   -3.056083128
     1      30     0.16509     0.23892     0.23078   -2.961547621   -6.021184558   -3.059636936
     1      30     0.16943     0.24521     0.23685   -2.969997485   -6.034073230   -3.064075746
     1      30     0.17378     0.25149     0.24293   -2.978626991   -6.045876888   -3.067249897
     1      30     0.17812     0.25778     0.24900   -2.987935857   -6.055686140   -3.067750282
     1      30     0.18247     0.26407     0.25507   -2.997349854   -6.064955249   -3.067605396
     1      30     0.18681     0.27036     0.26115   -3.007531680   -6.075171571   -3.067639891
     1      30     0.19116     0.27664     0.26722   -3.018464043   -6.090345664   -3.071881621
     1      30     0.19550     0.28293     0.27329   -3.028877516   -6.108624387   -3.079746871
     1      30     0.19984     0.28922     0.27937   -3.039838285   -6.124061737   -3.084223452
     1      30     0.20419     0.29551     0.28544   -3.051179272   -6.134403712   -3.083224440
     1      30     0.20853     0.30179     0.29151   -3.062255020   -6.139128834   -3.076873814
     1      30     0.21288     0.30808     0.29759   -3.071278860   -6.138343672   -3.067064812
     1      30     0.21722     0.31437     0.30366   -3.075094521   -6.135394613   -3.060300092
     1      31     0.21722     0.08214     0.15183   -2.819919051   -5.814945431   -2.995026380
     1      31     0.21288     0.08049     0.14879   -2.819509765   -5.814656281   -2.995146516
     1      31     0.20853     0.07885     0.14576   -2.820455872   -5.815929958   -2.995474086
     1      31     0.20419     0.07721     0.14272   -2.819121866   -5.814874747   -2.995752881
     1      31     0.19984     0.07556     0.13968   -2.817241788   -5.812554602   -2.995312814
     1      31     0.19550     0.07392     0.13665   -2.815017198   -5.808653100   -2.993635902
     1      31     0.19116     0.07228     0.13361   -2.811967976   -5.802541711   -2.990573735
     1      31     0.18681     0.07064     0.13057   -2.809241294   -5.795499015   -2.986257721
     1      31     0.18247     0.06899     0.12754   -2.805631041   -5.786495375   -2.980864334
     1      31     0.17812     0.06735     0.12450   -2.802253805   -5.776834088   -2.974580283
     1      31     0.17378     0.06571     0.12146   -2.798902404   -5.766575447   -2.967673042
     1      31     0.16943     0.06407     0.11843   -2.794474711   -5.754944698   -2.960469987
     1      31     0.16509     0.06242     0.11539   -2.789783520   -5.743526459   -2.953742939
     1      31     0.16074     0.06078     0.11235   -2.784346904   -5.732827842   -2.948480939
     1      31     0.15640     0.05914     0.10932   -2.778681551   -5.724140394   -2.945458843
