# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      17     0.08689     0.03285     0.06073   -7.656568938  -11.317780154   -3.661211216
     1      17     0.08254     0.03121     0.05770   -7.683848280  -11.346589063   -3.662740784
     1      17     0.07820     0.02957     0.05466   -7.711008991  -11.373706851   -3.662697859
     1      17     0.07386     0.02793     0.05162   -7.736609036  -11.399170200   -3.662561165
     1      17     0.06951     0.02628     0.04859   -7.761530303  -11.424122368   -3.662592065
     1      17     0.06517     0.02464     0.04555   -7.786675226  -11.449547430   -3.662872204
     1      17     0.06082     0.02300     0.04251   -7.811091546  -11.476352832   -3.665261286
     1      17     0.05648     0.02136     0.03948   -7.817854536  -11.498510356   -3.680655820
     1      17     0.05213     0.01971     0.03644   -7.817096111  -11.497872895   -3.680776784
     1      17     0.04779     0.01807     0.03340   -7.816343642  -11.496537650   -3.680194009
     1      17     0.04344     0.01643     0.03037   -7.815326365  -11.494780241   -3.679453876
     1      17     0.03910     0.01478     0.02733   -7.814264829  -11.492947205   -3.678682376
     1      17     0.03476     0.01314     0.02429   -7.813426978  -11.491363698   -3.677936720
     1      17     0.03041     0.01150     0.02126   -7.813079601  -11.490339179   -3.677259578
     1      17     0.02607     0.00986     0.01822   -7.812514564  -11.489195729   -3.676681165
     1      17     0.02172     0.00821     0.01518   -7.811760685  -11.488000060   -3.676239374
     1      17     0.01738     0.00657     0.01215   -7.811587410  -11.487551082   -3.675963672
     1      17     0.01303     0.00493     0.00911   -7.811579577  -11.487445599   -3.675866022
     1      17     0.00869     0.00329     0.00607   -7.811577278  -11.487462176   -3.675884898
     1      17     0.00434     0.00164     0.00304   -7.810801913  -11.486722256   -3.675920343
     1      17     0.00000     0.00000     0.00000   -7.810309481  -11.486243076   -3.675933595
     1      17     0.00434     0.00629     0.00607   -7.812347199  -11.488062830   -3.675715631
     1      17     0.00869     0.01257     0.01215   -7.814904084  -11.490007590   -3.675103506
     1      17     0.01303     0.01886     0.01822   -7.818854114  -11.493480637   -3.674626523
     1      17     0.01738     0.02515     0.02429   -7.824503998  -11.500524514   -3.676020516
     1      17     0.02172     0.03144     0.03037   -7.829950024  -11.510647101   -3.680697077
     1      17     0.02607     0.03772     0.03644   -7.834626762  -11.519657803   -3.685031041
     1      17     0.03041     0.04401     0.04251   -7.829835083  -11.510393327   -3.680558244
     1      17     0.03476     0.05030     0.04859   -7.807441893  -11.484584393   -3.677142500
     1      17     0.03910     0.05659     0.05466   -7.772983394  -11.450502878   -3.677519484
     1      17     0.04344     0.06287     0.06073   -7.733871920  -11.409487677   -3.675615757
     1      17     0.04779     0.06916     0.06681   -7.691441726  -11.346827131   -3.655385405
     1      17     0.05213     0.07545     0.07288   -7.648032697  -11.272597587   -3.624564890
     1      17     0.05648     0.08174     0.07895   -7.602543933  -11.204644215   -3.602100282
     1      17     0.06082     0.08802     0.08502   -7.556525781  -11.148954564   -3.592428783
     1      17     0.06517     0.09431     0.09110   -7.509588613  -11.099949629   -3.590361015
     1      17     0.06951     0.10060     0.09717   -7.462573664  -11.052659090   -3.590085427
     1      17     0.07386     0.10688     0.10324   -7.415412685  -11.005467052   -3.590054367
     1      17     0.07820     0.11317     0.10932   -7.368240143  -10.958399273   -3.590159131
     1      17     0.08254     0.11946     0.11539   -7.321205500  -10.911093698   -3.589888197
     1      17     0.08689     0.12575     0.12146   -7.273655290  -10.859351037   -3.585695746
     1      17     0.09123     0.13203     0.12754   -7.226782011  -10.798807267   -3.572025256
     1      17     0.09558     0.13832     0.13361   -7.180468411  -10.728360098   -3.547891687
     1      17     0.09992     0.14461     0.13968   -7.134793595  -10.659505117   -3.524711522
     1      17     0.10427     0.15090     0.14576   -7.089312961  -10.607098333   -3.517785372
     1      17     0.10861     0.15718     0.15183   -7.045410348  -10.563218674   -3.517808326
     1      17     0.11296     0.16347     0.15790   -7.001886414  -10.519676969   -3.517790555
     1      17     0.11730     0.16976     0.16398   -6.959544911  -10.469636971   -3.510092060
     1      17     0.12164     0.17605     0.17005   -6.918312210  -10.403125205   -3.484812996
     1      17     0.12599     0.18233     0.17612   -6.878606172  -10.337560691   -3.458954519
     1      17     0.13033     0.18862     0.18220   -6.839793023  -10.284645995   -3.444852973
     1      17     0.13468     0.19491     0.18827   -6.802627908  -10.244000634   -3.441372726
     1      17     0.13902     0.20119     0.19434   -6.767832067  -10.211009203   -3.443177136
     1      17     0.14337     0.20748     0.20042   -6.740354067  -10.189605006   -3.449250939
     1      17     0.14771     0.21377     0.20649   -6.745494680  -10.193272375   -3.447777695
     1      17     0.15206     0.22006     0.21256   -6.765703002  -10.211547905   -3.445844903
     1      17     0.15640     0.22634     0.21863   -6.785661818  -10.233108432   -3.447446614
     1      17     0.16074     0.23263     0.22471   -6.804146994  -10.257452713   -3.453305719
     1      17     0.16509     0.23892     0.23078   -6.820130710  -10.283359460   -3.463228750
     1      17     0.16943     0.24521     0.23685   -6.832606116  -10.305703464   -3.473097348
     1      17     0.17378     0.25149     0.24293   -6.842891475  -10.320280861   -3.477389386
     1      17     0.17812     0.25778     0.24900   -6.851048434  -10.328225291   -3.477176857
     1      17     0.18247     0.26407     0.25507   -6.857392020  -10.334453664   -3.477061644
     1      17     0.18681     0.27036     0.26115   -6.862097451  -10.339803225   -3.477705775
     1      17     0.19116     0.27664     0.26722   -6.865721491  -10.346994754   -3.481273263
     1      17     0.19550     0.28293     0.27329   -6.867518825  -10.353891168   -3.486372343
     1      17     0.19984     0.28922     0.27937   -6.869339947  -10.358650548   -3.489310602
     1      17     0.20419     0.29551     0.28544   -6.869634713  -10.359690050   -3.490055337
     1      17     0.20853     0.30179     0.29151   -6.870736405  -10.360612912   -3.489876507
     1      17     0.21288     0.30808     0.29759   -6.871001069  -10.360647019   -3.489645950
     1      17     0.21722     0.31437     0.30366   -6.870612089  -10.360191016   -3.489578927
     1      18     0.21722     0.08214     0.15183   -6.430462551   -9.798209363   -3.367746812
     1      18     0.21288     0.08049     0.14879   -6.429047116   -9.797181956   -3.368134840
     1      18     0.20853     0.07885     0.14576   -6.427096479   -9.796386801   -3.369290322
     1      18     0.20419     0.07721     0.14272   -6.422152003   -9.793581765   -3.371429761
     1      18     0.19984     0.07556     0.13968   -6.415716202   -9.790191135   -3.374474932
     1      18     0.19550     0.07392     0.13665   -6.407314682   -9.784927198   -3.377612517
     1      18     0.19116     0.07228     0.13361   -6.398129321   -9.778123096   -3.379993775
     1      18     0.18681     0.07064     0.13057   -6.388036210   -9.769227100   -3.381190890
     1      18     0.18247     0.06899     0.12754   -6.376173462   -9.757259949   -3.381086487
     1      18     0.17812     0.06735     0.12450   -6.363490853   -9.743288620   -3.379797768
     1      18     0.17378     0.06571     0.12146   -6.350472015   -9.728003875   -3.377531859
     1      18     0.16943     0.06407     0.11843   -6.337082971   -9.711690396   -3.374607426
     1      18     0.16509     0.06242     0.11539   -6.323387389   -9.694902173   -3.371514783
     1      18     0.16074     0.06078     0.11235   -6.309403767   -9.678300138   -3.368896371
     1      18     0.15640     0.05914     0.10932   -6.295492874   -9.662830792   -3.367337918
     1      18     0.15206     0.05749     0.10628   -6.281765188   -9.648545654   -3.366780466
     1      18     0.14771     0.05585     0.10324   -6.267518443   -9.634135234   -3.366616791
     1      18     0.14337     0.05421     0.10021   -6.254137041   -9.620731968   -3.366594927
     1      18     0.13902     0.05257     0.09717   -6.240523444   -9.607207487   -3.366684042
     1      18     0.13468     0.05092     0.09413   -6.227545728   -9.594424429   -3.366878701
     1      18     0.13033     0.04928     0.09110   -6.214721301   -9.581929577   -3.367208277
     1      18     0.12599     0.04764     0.08806   -6.201668095   -9.569303428   -3.367635333
     1      18     0.12164     0.04600     0.08502   -6.189457136   -9.557480143   -3.368023007
     1      18     0.11730     0.04435     0.08199   -6.177391476   -9.545659173   -3.368267697
     1      18     0.11296     0.04271     0.07895   -6.166403678   -9.534779530   -3.368375852
     1      18     0.10861     0.04107     0.07591   -6.155167528   -9.523473220   -3.368305693
     1      18     0.10427     0.03942     0.07288   -6.145031113   -9.513145654   -3.368114541
     1      18     0.09992     0.03778     0.06984   -6.134851266   -9.502673013   -3.367821747
     1      18     0.09558     0.03614     0.06681   -6.125211845   -9.492768064   -3.367556219
     1      18     0.09123     0.03450     0.06377   -6.117063732   -9.484404908   -3.367341176
     1      18     0.08689     0.03285     0.06073   -6.108784490   -9.476146392   -3.367361902
     1      18     0.08254     0.03121     0.05770   -6.100831175   -9.468477840   -3.367646665
     1      18     0.07820     0.02957     0.05466   -6.094053840   -9.462369389   -3.368315549
     1      18     0.07386     0.02793     0.05162   -6.086425348   -9.455924966   -3.369499618
     1      18     0.06951     0.02628     0.04859   -6.081030690   -9.446858602   -3.365827913
     1      18     0.06517     0.02464     0.04555   -6.081042763   -9.418133868   -3.337091106
     1      18     0.06082     0.02300     0.04251   -6.084393229   -9.415134578   -3.330741349
     1      18     0.05648     0.02136     0.03948   -6.087287622   -9.417359154   -3.330071533
     1      18     0.05213     0.01971     0.03644   -6.090310882   -9.421000656   -3.330689775
     1      18     0.04779     0.01807     0.03340   -6.093390306   -9.425291757   -3.331901451
     1      18     0.04344     0.01643     0.03037   -6.095960611   -9.429310593   -3.333349983
     1      18     0.03910     0.01478     0.02733   -6.098459748   -9.433053409   -3.334593661
     1      18     0.03476     0.01314     0.02429   -6.101216588   -9.436778237   -3.335561648
     1      18     0.03041     0.01150     0.02126   -6.103303253   -9.439394539   -3.336091287
     1      18     0.02607     0.00986     0.01822   -6.105549136   -9.441742104   -3.336192968
     1      18     0.02172     0.00821     0.01518   -6.106954019   -9.442870233   -3.335916214
     1      18     0.01738     0.00657     0.01215   -6.108390824   -9.443770060   -3.335379236
     1      18     0.01303     0.00493     0.00911   -6.109685517   -9.444473301   -3.334787784
     1      18     0.00869     0.00329     0.00607   -6.110220696   -9.444564205   -3.334343509
     1      18     0.00434     0.00164     0.00304   -6.110155131   -9.444264390   -3.334109259
     1      18     0.00000     0.00000     0.00000   -6.109950530   -9.443981699   -3.334031169
     1      18     0.00434     0.00629     0.00607   -6.110720151   -9.445001669   -3.334281518
     1      18     0.00869     0.01257     0.01215   -6.108610811   -9.443653077   -3.335042266
     1      18     0.01303     0.01886     0.01822   -6.105121440   -9.441405625   -3.336284185
     1      18     0.01738     0.02515     0.02429   -6.100644014   -9.438000761   -3.337356748
     1      18     0.02172     0.03144     0.03037   -6.094926449   -9.432054458   -3.337128009
     1      18     0.02607     0.03772     0.03644   -6.088816028   -9.425015489   -3.336199461
     1      18     0.03041     0.04401     0.04251   -6.082827456   -9.425200490   -3.342373034
     1      18     0.03476     0.05030     0.04859   -6.082379303   -9.446320681   -3.363941378
     1      18     0.03910     0.05659     0.05466   -6.091775360   -9.459729302   -3.367953942
     1      18     0.04344     0.06287     0.06073   -6.103944180   -9.471975710   -3.368031530
     1      18     0.04779     0.06916     0.06681   -6.117522337   -9.487566246   -3.370043909
     1      18     0.05213     0.07545     0.07288   -6.134008684   -9.506848555   -3.372839871
     1      18     0.05648     0.08174     0.07895   -6.151432103   -9.525884892   -3.374452789
     1      18     0.06082     0.08802     0.08502   -6.169488141   -9.544296384   -3.374808243
     1      18     0.06517     0.09431     0.09110   -6.189636991   -9.564281933   -3.374644942
     1      18     0.06951     0.10060     0.09717   -6.211307420   -9.585795516   -3.374488096
     1      18     0.07386     0.10688     0.10324   -6.235139066   -9.609602801   -3.374463735
     1      18     0.07820     0.11317     0.10932   -6.260021600   -9.634611731   -3.374590131
     1      18     0.08254     0.11946     0.11539   -6.286564193   -9.661564905   -3.375000712
     1      18     0.08689     0.12575     0.12146   -6.313387396   -9.689895901   -3.376508506
     1      18     0.09123     0.13203     0.12754   -6.341466839   -9.721461904   -3.379995065
     1      18     0.09558     0.13832     0.13361   -6.370025284   -9.754959748   -3.384934465
     1      18     0.09992     0.14461     0.13968   -6.399876030   -9.788586416   -3.388710386
     1      18     0.10427     0.15090     0.14576   -6.430415971   -9.819809139   -3.389393168
     1      18     0.10861     0.15718     0.15183   -6.462311972   -9.851596750   -3.389284778
     1      18     0.11296     0.16347     0.15790   -6.494064856   -9.883672655   -3.389607799
     1      18     0.11730     0.16976     0.16398   -6.525790597   -9.922024545   -3.396233948
     1      18     0.12164     0.17605     0.17005   -6.558478057   -9.973761076   -3.415283019
     1      18     0.12599     0.18233     0.17612   -6.590708429  -10.023256487   -3.432548059
     1      18     0.13033     0.18862     0.18220   -6.621770660  -10.061797971   -3.440027311
     1      18     0.13468     0.19491     0.18827   -6.652304349  -10.092399294   -3.440094946
     1      18     0.13902     0.20119     0.19434   -6.679833900  -10.116750523   -3.436916624
     1      18     0.14337     0.20748     0.20042   -6.699403873  -10.129680147   -3.430276274
     1      18     0.14771     0.21377     0.20649   -6.687448133  -10.119321883   -3.431873749
     1      18     0.15206     0.22006     0.21256   -6.658669398  -10.093377931   -3.434708533
     1      18     0.15640     0.22634     0.21863   -6.629600140  -10.064777304   -3.435177163
     1      18     0.16074     0.23263     0.22471   -6.601171331  -10.034751413   -3.433580082
     1      18     0.16509     0.23892     0.23078   -6.573590391  -10.003256976   -3.429666585
     1      18     0.16943     0.24521     0.23685   -6.548218178   -9.973320310   -3.425102132
     1      18     0.17378     0.25149     0.24293   -6.525093559   -9.947959193   -3.422865634
     1      18     0.17812     0.25778     0.24900   -6.503860034   -9.926942557   -3.423082523
     1      18     0.18247     0.26407     0.25507   -6.483875924   -9.907171707   -3.423295782
     1      18     0.18681     0.27036     0.26115   -6.467023763   -9.889921647   -3.422897885
     1      18     0.19116     0.27664     0.26722   -6.452867382   -9.872547073   -3.419679691
     1      18     0.19550     0.28293     0.27329   -6.439902841   -9.855089522   -3.415186681
     1      18     0.19984     0.28922     0.27937   -6.429705481   -9.842975542   -3.413270061
     1      18     0.20419     0.29551     0.28544   -6.422159133   -9.835788626   -3.413629494
     1      18     0.20853     0.30179     0.29151   -6.416642057   -9.831228096   -3.414586038
     1      18     0.21288     0.30808     0.29759   -6.413370968   -9.828619598   -3.415248630
     1      18     0.21722     0.31437     0.30366   -6.412226713   -9.827698805   -3.415472092
     1      19     0.21722     0.08214     0.15183   -5.990039162   -9.333584321   -3.343545159
     1      19     0.21288     0.08049     0.14879   -5.990194456   -9.333633352   -3.343438896
     1      19     0.20853     0.07885     0.14576   -5.990812820   -9.333918701   -3.343105881
     1      19     0.20419     0.07721     0.14272   -5.991480610   -9.333991968   -3.342511358
     1      19     0.19984     0.07556     0.13968   -5.992329791   -9.333937890   -3.341608098
     1      19     0.19550     0.07392     0.13665   -5.993157931   -9.333573746   -3.340415815
     1      19     0.19116     0.07228     0.13361   -5.994353862   -9.333594900   -3.339241039
     1      19     0.18681     0.07064     0.13057   -5.995989138   -9.334161068   -3.338171930
     1      19     0.18247     0.06899     0.12754   -5.997184326   -9.334500561   -3.337316235
     1      19     0.17812     0.06735     0.12450   -5.999368699   -9.336105179   -3.336736480
     1      19     0.17378     0.06571     0.12146   -6.001776538   -9.338202514   -3.336425977
     1      19     0.16943     0.06407     0.11843   -6.003757530   -9.340116612   -3.336359083
     1      19     0.16509     0.06242     0.11539   -6.006318048   -9.342808004   -3.336489956
     1      19     0.16074     0.06078     0.11235   -6.008724447   -9.345434745   -3.336710298
     1      19     0.15640     0.05914     0.10932   -6.011335393   -9.348204775   -3.336869383
     1      19     0.15206     0.05749     0.10628   -6.014280063   -9.351213420   -3.336933357
     1      19     0.14771     0.05585     0.10324   -6.016356557   -9.353304166   -3.336947609
     1      19     0.14337     0.05421     0.10021   -6.019688981   -9.356640174   -3.336951193
     1      19     0.13902     0.05257     0.09717   -6.022899555   -9.359854227   -3.336954673
     1      19     0.13468     0.05092     0.09413   -6.025652643   -9.362615234   -3.336962591
     1      19     0.13033     0.04928     0.09110   -6.028553920   -9.365540485   -3.336986565
     1      19     0.12599     0.04764     0.08806   -6.031700877   -9.368623522   -3.336922646
     1      19     0.12164     0.04600     0.08502   -6.034742001   -9.371404162   -3.336662161
     1      19     0.11730     0.04435     0.08199   -6.037975660   -9.374094276   -3.336118616
     1      19     0.11296     0.04271     0.07895   -6.041547145   -9.376737231   -3.335190086
     1      19     0.10861     0.04107     0.07591   -6.044764250   -9.378765129   -3.334000878
     1      19     0.10427     0.03942     0.07288   -6.048343776   -9.380876765   -3.332532988
     1      19     0.09992     0.03778     0.06984   -6.052056156   -9.382939048   -3.330882891
     1      19     0.09558     0.03614     0.06681   -6.055756803   -9.384827020   -3.329070217
     1      19     0.09123     0.03450     0.06377   -6.060156652   -9.387517512   -3.327360860
     1      19     0.08689     0.03285     0.06073   -6.063879161   -9.389699820   -3.325820658
     1      19     0.08254     0.03121     0.05770   -6.067211192   -9.391884436   -3.324673243
     1      19     0.07820     0.02957     0.05466   -6.070522754   -9.394151002   -3.323628248
     1      19     0.07386     0.02793     0.05162   -6.073313755   -9.395613385   -3.322299630
     1      19     0.06951     0.02628     0.04859   -6.075282392   -9.401286494   -3.326004102
     1      19     0.06517     0.02464     0.04555   -6.072305415   -9.427256282   -3.354950867
     1      19     0.06082     0.02300     0.04251   -6.066987203   -9.428809517   -3.361822314
     1      19     0.05648     0.02136     0.03948   -6.061262836   -9.424925818   -3.363662982
     1      19     0.05213     0.01971     0.03644   -6.056508480   -9.421372326   -3.364863847
     1      19     0.04779     0.01807     0.03340   -6.052435959   -9.418145027   -3.365709069
     1      19     0.04344     0.01643     0.03037   -6.048872302   -9.415056567   -3.366184265
     1      19     0.03910     0.01478     0.02733   -6.045218916   -9.411752331   -3.366533415
     1      19     0.03476     0.01314     0.02429   -6.042349568   -9.409072654   -3.366723086
     1      19     0.03041     0.01150     0.02126   -6.039794077   -9.406684462   -3.366890385
     1      19     0.02607     0.00986     0.01822   -6.037620148   -9.404642085   -3.367021937
     1      19     0.02172     0.00821     0.01518   -6.035529615   -9.402662964   -3.367133349
     1      19     0.01738     0.00657     0.01215   -6.033952228   -9.401182459   -3.367230231
     1      19     0.01303     0.00493     0.00911   -6.033295408   -9.400603778   -3.367308370
     1      19     0.00869     0.00329     0.00607   -6.032504010   -9.399856312   -3.367352303
     1      19     0.00434     0.00164     0.00304   -6.031024181   -9.398404374   -3.367380193
     1      19     0.00000     0.00000     0.00000   -6.030521602   -9.397906098   -3.367384496
     1      19     0.00434     0.00629     0.00607   -6.032588183   -9.399985331   -3.367397148
     1      19     0.00869     0.01257     0.01215   -6.034696334   -9.402130418   -3.367434084
     1      19     0.01303     0.01886     0.01822   -6.037827521   -9.405240416   -3.367412895
     1      19     0.01738     0.02515     0.02429   -6.042380522   -9.409349519   -3.366968997
     1      19     0.02172     0.03144     0.03037   -6.048032745   -9.413312615   -3.365279870
     1      19     0.02607     0.03772     0.03644   -6.055819603   -9.417047046   -3.361227442
     1      19     0.03041     0.04401     0.04251   -6.063744241   -9.414976420   -3.351232179
     1      19     0.03476     0.05030     0.04859   -6.065911369   -9.394905018   -3.328993649
     1      19     0.03910     0.05659     0.05466   -6.059328193   -9.384376187   -3.325047994
     1      19     0.04344     0.06287     0.06073   -6.050041015   -9.375037500   -3.324996485
     1      19     0.04779     0.06916     0.06681   -6.039791003   -9.359027724   -3.319236722
     1      19     0.05213     0.07545     0.07288   -6.028872846   -9.337700932   -3.308828086
     1      19     0.05648     0.08174     0.07895   -6.017656368   -9.317794053   -3.300137685
     1      19     0.06082     0.08802     0.08502   -6.006196371   -9.301814330   -3.295617959
     1      19     0.06517     0.09431     0.09110   -5.994221016   -9.288253616   -3.294032600
     1      19     0.06951     0.10060     0.09717   -5.982412490   -9.275761368   -3.293348878
     1      19     0.07386     0.10688     0.10324   -5.971587018   -9.264856663   -3.293269646
     1      19     0.07820     0.11317     0.10932   -5.962205485   -9.257417311   -3.295211826
     1      19     0.08254     0.11946     0.11539   -5.957912315   -9.275653228   -3.317740912
     1      19     0.08689     0.12575     0.12146   -5.961014744   -9.298918721   -3.337903976
     1      19     0.09123     0.13203     0.12754   -5.965850502   -9.305451753   -3.339601251
     1      19     0.09558     0.13832     0.13361   -5.971170230   -9.310990420   -3.339820190
     1      19     0.09992     0.14461     0.13968   -5.977123736   -9.316426941   -3.339303205
     1      19     0.10427     0.15090     0.14576   -5.982382000   -9.321229595   -3.338847595
     1      19     0.10861     0.15718     0.15183   -5.989002367   -9.327698969   -3.338696602
     1      19     0.11296     0.16347     0.15790   -5.994839968   -9.333538003   -3.338698035
     1      19     0.11730     0.16976     0.16398   -6.001120482   -9.341199553   -3.340079072
     1      19     0.12164     0.17605     0.17005   -6.007808292   -9.351759820   -3.343951529
     1      19     0.12599     0.18233     0.17612   -6.014880766   -9.362141775   -3.347261009
     1      19     0.13033     0.18862     0.18220   -6.021251153   -9.369743683   -3.348492531
     1      19     0.13468     0.19491     0.18827   -6.028188172   -9.376579431   -3.348391259
     1      19     0.13902     0.20119     0.19434   -6.034566877   -9.382567532   -3.348000655
     1      19     0.14337     0.20748     0.20042   -6.040387870   -9.388182047   -3.347794177
     1      19     0.14771     0.21377     0.20649   -6.046673924   -9.394514376   -3.347840452
     1      19     0.15206     0.22006     0.21256   -6.051879859   -9.400059291   -3.348179431
     1      19     0.15640     0.22634     0.21863   -6.056403273   -9.405337433   -3.348934160
     1      19     0.16074     0.23263     0.22471   -6.060148284   -9.410275794   -3.350127510
     1      19     0.16509     0.23892     0.23078   -6.063489682   -9.414519742   -3.351030059
     1      19     0.16943     0.24521     0.23685   -6.066054497   -9.416462437   -3.350407940
     1      19     0.17378     0.25149     0.24293   -6.068378035   -9.417069641   -3.348691606
     1      19     0.17812     0.25778     0.24900   -6.069778368   -9.417727647   -3.347949279
     1      19     0.18247     0.26407     0.25507   -6.068917978   -9.416825500   -3.347907522
     1      19     0.18681     0.27036     0.26115   -6.067599206   -9.415791162   -3.348191956
     1      19     0.19116     0.27664     0.26722   -6.066226329   -9.412836151   -3.346609822
     1      19     0.19550     0.28293     0.27329   -6.063230181   -9.404212685   -3.340982504
     1      19     0.19984     0.28922     0.27937   -6.059526929   -9.393971320   -3.334444391
     1      19     0.20419     0.29551     0.28544   -6.054746796   -9.384886746   -3.330139950
     1      19     0.20853     0.30179     0.29151   -6.050653398   -9.379092199   -3.328438801
     1      19     0.21288     0.30808     0.29759   -6.047001719   -9.374966796   -3.327965077
     1      19     0.21722     0.31437     0.30366   -6.044749707   -9.372621597   -3.327871890
     1      20     0.21722     0.08214     0.15183   -5.957828349   -9.281645857   -3.323817508
     1      20     0.21288     0.08049     0.14879   -5.957682080   -9.281533437   -3.323851358
     1      20     0.20853     0.07885     0.14576   -5.958417021   -9.282373136   -3.323956115
     1      20     0.20419     0.07721     0.14272   -5.957534111   -9.281663672   -3.324129562
     1      20     0.19984     0.07556     0.13968   -5.956536323   -9.280939091   -3.324402768
     1      20     0.19550     0.07392     0.13665   -5.956026255   -9.280752892   -3.324726637
     1      20     0.19116     0.07228     0.13361   -5.955203521   -9.280267602   -3.325064081
     1      20     0.18681     0.07064     0.13057   -5.954792352   -9.280180657   -3.325388304
     1      20     0.18247     0.06899     0.12754   -5.954046621   -9.279751182   -3.325704561
     1      20     0.17812     0.06735     0.12450   -5.953733255   -9.279771828   -3.326038573
     1      20     0.17378     0.06571     0.12146   -5.953261030   -9.279655695   -3.326394666
     1      20     0.16943     0.06407     0.11843   -5.952680705   -9.279463274   -3.326782569
     1      20     0.16509     0.06242     0.11539   -5.951764749   -9.278965658   -3.327200909
     1      20     0.16074     0.06078     0.11235   -5.951014735   -9.278524606   -3.327509871
     1      20     0.15640     0.05914     0.10932   -5.950137319   -9.277815951   -3.327678632
     1      20     0.15206     0.05749     0.10628   -5.949972089   -9.277685842   -3.327713753
     1      20     0.14771     0.05585     0.10324   -5.949449680   -9.277184418   -3.327734738
     1      20     0.14337     0.05421     0.10021   -5.949152576   -9.276890564   -3.327737989
     1      20     0.13902     0.05257     0.09717   -5.948850869   -9.276582191   -3.327731322
     1      20     0.13468     0.05092     0.09413   -5.948260262   -9.276055558   -3.327795297
     1      20     0.13033     0.04928     0.09110   -5.947573437   -9.275966509   -3.328393072
     1      20     0.12599     0.04764     0.08806   -5.946528759   -9.276525194   -3.329996435
     1      20     0.12164     0.04600     0.08502   -5.945984183   -9.278594520   -3.332610337
     1      20     0.11730     0.04435     0.08199   -5.944818262   -9.280830036   -3.336011774
     1      20     0.11296     0.04271     0.07895   -5.943723225   -9.283602769   -3.339879544
     1      20     0.10861     0.04107     0.07591   -5.942301024   -9.286283056   -3.343982032
     1      20     0.10427     0.03942     0.07288   -5.940841486   -9.289053478   -3.348211993
     1      20     0.09992     0.03778     0.06984   -5.939329040   -9.291664739   -3.352335699
     1      20     0.09558     0.03614     0.06681   -5.938298537   -9.294402274   -3.356103737
     1      20     0.09123     0.03450     0.06377   -5.937311678   -9.296478493   -3.359166814
     1      20     0.08689     0.03285     0.06073   -5.935715637   -9.296854337   -3.361138700
     1      20     0.08254     0.03121     0.05770   -5.933592169   -9.295592657   -3.362000488
     1      20     0.07820     0.02957     0.05466   -5.931907085   -9.294115115   -3.362208030
     1      20     0.07386     0.02793     0.05162   -5.929524197   -9.291785598   -3.362261401
     1      20     0.06951     0.02628     0.04859   -5.927002739   -9.289243566   -3.362240827
     1      20     0.06517     0.02464     0.04555   -5.924945241   -9.287091926   -3.362146685
     1      20     0.06082     0.02300     0.04251   -5.922875611   -9.284843766   -3.361968155
     1      20     0.05648     0.02136     0.03948   -5.920398372   -9.282152993   -3.361754621
     1      20     0.05213     0.01971     0.03644   -5.918368863   -9.280100986   -3.361732123
     1      20     0.04779     0.01807     0.03340   -5.916230412   -9.278365646   -3.362135235
     1      20     0.04344     0.01643     0.03037   -5.914188299   -9.277274712   -3.363086414
     1      20     0.03910     0.01478     0.02733   -5.911682801   -9.276239590   -3.364556790
     1      20     0.03476     0.01314     0.02429   -5.910005826   -9.276622090   -3.366616264
     1      20     0.03041     0.01150     0.02126   -5.908464747   -9.277746918   -3.369282171
     1      20     0.02607     0.00986     0.01822   -5.907119670   -9.279506823   -3.372387153
     1      20     0.02172     0.00821     0.01518   -5.905431028   -9.281080320   -3.375649292
     1      20     0.01738     0.00657     0.01215   -5.903911266   -9.282505887   -3.378594621
     1      20     0.01303     0.00493     0.00911   -5.903210401   -9.284105365   -3.380894964
     1      20     0.00869     0.00329     0.00607   -5.902851861   -9.284898859   -3.382046999
     1      20     0.00434     0.00164     0.00304   -5.901733418   -9.284174037   -3.382440619
     1      20     0.00000     0.00000     0.00000   -5.901202897   -9.283766341   -3.382563444
     1      20     0.00434     0.00629     0.00607   -5.902579170   -9.284670388   -3.382091218
     1      20     0.00869     0.01257     0.01215   -5.902952018   -9.283969397   -3.381017379
     1      20     0.01303     0.01886     0.01822   -5.904121332   -9.280879812   -3.376758480
     1      20     0.01738     0.02515     0.02429   -5.905282037   -9.275869162   -3.370587125
     1      20     0.02172     0.03144     0.03037   -5.906579966   -9.269314744   -3.362734778
     1      20     0.02607     0.03772     0.03644   -5.908619898   -9.265781658   -3.357161759
     1      20     0.03041     0.04401     0.04251   -5.910874746   -9.266111390   -3.355236643
     1      20     0.03476     0.05030     0.04859   -5.913537677   -9.268892768   -3.355355091
     1      20     0.03910     0.05659     0.05466   -5.916340350   -9.271469596   -3.355129246
     1      20     0.04344     0.06287     0.06073   -5.918915207   -9.272959527   -3.354044320
     1      20     0.04779     0.06916     0.06681   -5.921504903   -9.270376013   -3.348871110
     1      20     0.05213     0.07545     0.07288   -5.924345572   -9.267443079   -3.343097507
     1      20     0.05648     0.08174     0.07895   -5.928291344   -9.268252665   -3.339961321
     1      20     0.06082     0.08802     0.08502   -5.932203335   -9.271464105   -3.339260769
     1      20     0.06517     0.09431     0.09110   -5.935159709   -9.274727140   -3.339567431
