energy epsilon1 epsilon2
0.1 3.125211872739804 0.22260856942289
0.13 3.969058187238385 0.5527893856829
0.16 2.9664641070643483 4.8824263754687
0.19 1.6380864139436635 2.8763161137077
0.22 0.9368809137698507 4.2875724680191
0.25 -0.0986551011155215 3.5135965121389
0.28 -1.1786633679564535 3.7962557581029
0.31 -1.7805083956026997 1.51563950767
0.34 -1.2979039412828437 0.46939992023061
0.37 -0.9018663169381933 0.51169649640631
0.4 -0.6549224172862343 0.12129807899148
0.43 -0.34929162437359096 0.066880392507445
0.46 -0.1261903872619141 0.086211792213046
0.49 0.05585224983266116 0.10178416652514
0.52 0.2618645415930101 0.12116942838782
0.55 0.34354507053053024 0.45848344926831
0.58 0.519813996119363 0.22877947588804
0.61 0.6850897127598615 0.92032487255707
0.64 0.18140787155213728 1.8350162764127
0.67 -0.2852032252160246 1.089242192411
0.7 -0.41750855868574016 1.0992045809535
0.73 -0.4109017614471342 0.60673121271578
0.76 -0.430839395222077 0.98636543479034
0.79 -0.6994361439433552 0.86709964489479
0.82 -0.7578773638750314 0.3594966538969
0.85 -0.6466955823156094 0.23077860360304
0.88 -0.537224991179649 0.10613169914495
0.91 -0.47458376727663504 0.15515926469693
0.94 -0.4172504896175089 0.010371033737824
0.97 -0.33164617888130615 0.031357670049534
1.0 -0.27660563162664137 0.022639410266381
1.03 -0.2373408436543879 0.049299563493876
1.06 -0.21602696201426733 0.051905377048112
1.09 -0.20588545480249143 0.059817981408351
1.12 -0.17505898730728225 0.0022678414615689
1.15 -0.1360563346805775 0.037475225060673
1.18 -0.11338110201822313 0.040287423380483
1.21 -0.11365196783713771 0.091672259501039
1.24 -0.11711084603234483 0.04753929567666
1.27 -0.08889254635892921 0.028372604862076
1.3 -0.052969776265179465 0.033415007585939
1.33 -0.016453349729824124 0.057251256706048
1.36 -0.029452859663784397 0.16106989982579
1.39 -0.030810331075154643 0.083543178684973
1.42 -0.037508517100827546 0.20355198912697
1.45 -0.039342860512583545 0.11834079130902
1.48 -0.07653264740475395 0.30839989874793
1.51 -0.2017330760568387 0.26398063972003
1.54 -0.2172964582664066 0.0499122824522
1.57 -0.1621557153889776 0.041500135963031
1.6 -0.12909204475013472 0.024745230078902
1.63 -0.10279882650048938 0.030078219903451
1.66 -0.07547974020325801 0.018885903270903
1.69 -0.05814656025877082 0.056234456999591
1.72 -0.04961653442240802 0.052185363929221
1.75 -0.044396300081083445 0.082275250106309
1.78 -0.044321796652215244 0.080013534052065
1.81 -0.030227762971222403 0.084807458131521
1.84 -0.048972859948782616 0.16524022698696
1.87 -0.08642622342068938 0.13499434571056
1.9 -0.0968000165019764 0.11491415488447
1.93 -0.10241846501310732 0.10911901854576
1.96 -0.10164279621344328 0.090631473413542
1.99 -0.11670308227191518 0.11990390249709
2.02 -0.11446954487697031 0.042519379231961
2.05 -0.09695164824766231 0.078505683041346
2.08 -0.10068034647400609 0.074201660470947
2.11 -0.11116032733721719 0.08831791478179
2.14 -0.1229011163288094 0.062365919055361
2.17 -0.11078935087938119 0.029512257258809
2.2 -0.11044628565162562 0.064506750007148
2.23 -0.10849582729135135 0.013545203856336
2.26 -0.09474934321640645 0.033720936686784
2.29 -0.09482423862796063 0.02980033966955
2.32 -0.09185452221636262 0.023771259103994
2.35 -0.08565676556372802 0.017782858865952
2.38 -0.07512231754521337 0.014284079214409
2.41 -0.06707914333256153 0.028966730065188
2.44 -0.0821455938124361 0.061301170557129
2.47 -0.09425765491653933 0.021837445082672
2.5 -0.08894727912965168 0.018668870954519
2.53 -0.08703873269231663 0.012630362860919
2.56 -0.08097515989519286 0.00065893119605193
2.59 -0.07294637153829898 0.001405070153996
2.62 -0.06782612779964364 0.0018831112982276
2.65 -0.06413934627043892 0.0027187103199281
2.68 -0.060717694870006174 0.0018188261056791
2.71 -0.0571058529163285 0.0024686628495733
2.74 -0.05491576834458576 0.0048305427664568
2.77 -0.05357486416485348 0.0043963502794739
2.8 -0.05097731899280592 0.0029312337137129
2.83 -0.049262706788278064 0.0061066063467437
